tool,specie,mrd,depth,batch,precision,recall,f1score
Confindr,ecoli,0.05,220,5,0.5518746789933231,0.4959349593495935,0.49633736081497276
Confindr,ecoli,0.05,220,6,0.6145253985910272,0.5691056910569106,0.5696710696710696
Confindr,ecoli,0.05,220,7,0.6424878884556304,0.5934959349593496,0.5993756874276954
Confindr,ecoli,0.05,220,8,0.6978803716608595,0.7479674796747968,0.715704042835046
Confindr,ecoli,0.05,220,9,0.746031746031746,0.8536585365853658,0.7930842837694015
Confindr,ecoli,0.05,220,10,0.7586915668311017,0.8780487804878049,0.8107909830598906
Confindr,klebsiella,0.01,120,1,0.07083333333333333,0.13333333333333333,0.08787878787878786
Confindr,klebsiella,0.01,120,2,0.07083333333333333,0.13333333333333333,0.08787878787878786
Confindr,klebsiella,0.01,120,3,0.24860022396416573,0.5333333333333333,0.32447817836812143
Confindr,klebsiella,0.01,120,4,0.29931972789115646,0.6666666666666667,0.3975694444444444
Confindr,klebsiella,0.01,120,5,0.3356521739130435,0.7666666666666666,0.45222672064777325
Confindr,klebsiella,0.01,120,6,0.41208791208791207,1.0,0.572717806317251
Confindr,klebsiella,0.01,120,7,0.4056795131845842,1.0,0.5681818181818182
Confindr,klebsiella,0.01,120,8,0.41487068965517243,1.0,0.579004329004329
Confindr,klebsiella,0.01,120,9,0.41487068965517243,1.0,0.579004329004329
