batch,mrd,dp,average_f1
6,0.03,0.01,0.6417248115189119
6,0.03,0.02,0.6679466175147127
6,0.03,0.06,0.7081984683646222
6,0.03,0.08,0.7118957718910595
6,0.03,0.1,0.7064764610999906
6,0.03,0.12,0.7120952673501278
6,0.03,0.14,0.7096081369466303
6,0.03,0.16,0.6994256887680362
6,0.03,0.18,0.6972675351816263
6,0.03,0.2,0.6917108060273643
6,0.03,0.22,0.6662041125543532
6,0.03,0.24,0.6587376625173904
6,0.03,0.26,0.6459550879382162
6,0.03,0.28,0.6316437502135447
6,0.03,0.3,0.6299042354555539
6,0.03,0.32,0.623589700164234
6,0.03,0.34,0.6204800076167086
6,0.03,0.36,0.5987267083910982
6,0.03,0.38,0.5770181180363749
6,0.03,0.4,0.5569054388282261
6,0.03,0.42,0.540144963774645
6,0.03,0.44,0.5324897735323384
6,0.03,0.46,0.5226727720771608
6,0.03,0.48,0.5132461893125877
6,0.03,0.5,0.5018030733978384
6,0.03,0.52,0.49254333098355035
6,0.03,0.54,0.482244957794434
6,0.03,0.56,0.4696740324159726
6,0.03,0.58,0.4656720691118622
6,0.04,0.01,0.7061844850466054
6,0.04,0.02,0.712166062580609
6,0.04,0.06,0.7212290603791081
6,0.04,0.08,0.7179794365986341
6,0.04,0.1,0.7142520900350112
6,0.04,0.12,0.7098680492400964
6,0.04,0.14,0.6883796143875225
6,0.04,0.16,0.6791447762552449
6,0.04,0.18,0.6612317160573831
6,0.04,0.2,0.6549614469103038
6,0.04,0.22,0.6305072470760523
6,0.04,0.24,0.6058360317879871
6,0.04,0.26,0.5971427124939556
6,0.04,0.28,0.5841249617716235
6,0.04,0.3,0.5674850982457854
6,0.04,0.32,0.5552039067201541
6,0.04,0.34,0.5358955303733215
6,0.04,0.36,0.5284119791337903
6,0.04,0.38,0.5008756995403395
6,0.04,0.4,0.488155227676976
6,0.04,0.42,0.47539673600089155
6,0.04,0.44,0.459977773582349
6,0.04,0.46,0.44853660057303746
6,0.04,0.48,0.44428205594582204
6,0.04,0.5,0.44002524288735323
6,0.04,0.52,0.4282609536090276
6,0.04,0.54,0.4214344053428371
6,0.04,0.56,0.4158480102611225
6,0.04,0.58,0.40594390189756263
6,0.05,0.01,0.6687686388252284
6,0.05,0.02,0.7127099480912386
6,0.05,0.06,0.7326332364943475
6,0.05,0.08,0.7261189794399038
6,0.05,0.1,0.7127595218667352
6,0.05,0.12,0.6928578286520499
6,0.05,0.14,0.686406529624956
6,0.05,0.16,0.6737044817363561
6,0.05,0.18,0.6683366093856427
6,0.05,0.2,0.6190111064388854
6,0.05,0.22,0.5874642751415552
6,0.05,0.24,0.5603472260158925
6,0.05,0.26,0.5466986423831367
6,0.05,0.28,0.5178413733972562
6,0.05,0.3,0.5061299690061294
6,0.05,0.32,0.491543547653996
6,0.05,0.34,0.4790371876407772
6,0.05,0.36,0.4660090543012217
6,0.05,0.38,0.4521847634638277
6,0.05,0.4,0.43749770648483227
6,0.05,0.42,0.4127503690242932
6,0.05,0.44,0.4051095529900545
6,0.05,0.46,0.3962267634488244
6,0.05,0.48,0.3845763815493946
6,0.05,0.5,0.3765047650923636
6,0.05,0.52,0.3726150455855048
6,0.05,0.54,0.36130893226073973
6,0.05,0.56,0.355606918087717
6,0.05,0.58,0.3458833160677285
7,0.01,0.1,0.37334882010981507
7,0.01,0.12,0.3869798006692123
7,0.01,0.14,0.4040112794118717
7,0.01,0.16,0.4248121533373168
7,0.01,0.18,0.44067216078560306
7,0.01,0.2,0.45820580862849986
7,0.01,0.22,0.473506691052327
7,0.01,0.24,0.4880456038811472
7,0.01,0.26,0.49810337140980393
7,0.01,0.28,0.5095247195015814
7,0.01,0.3,0.516399446696852
7,0.01,0.32,0.5255471235203284
7,0.01,0.34,0.5318309054962487
7,0.01,0.36,0.5412402465131189
7,0.01,0.38,0.5525187977402972
7,0.01,0.4,0.5622406119556213
7,0.01,0.42,0.5640639228061931
7,0.01,0.44,0.5689103962754584
7,0.01,0.46,0.573325285542295
7,0.01,0.48,0.5752161967367945
7,0.01,0.5,0.5784404754202702
7,0.01,0.52,0.587602346140315
7,0.01,0.54,0.5872462063391044
7,0.01,0.56,0.5917167789518085
7,0.01,0.58,0.5873339037279649
7,0.02,0.1,0.6643132162185473
7,0.02,0.12,0.6775535495956478
7,0.02,0.14,0.6911399253682565
7,0.02,0.16,0.6960834976053264
7,0.02,0.18,0.6920728189821895
7,0.02,0.2,0.7007110059164835
7,0.02,0.22,0.7062394271942442
7,0.02,0.24,0.7151036955863458
7,0.02,0.26,0.7202561185434825
7,0.02,0.28,0.71546595115081
7,0.02,0.3,0.7130975434693421
7,0.02,0.32,0.7063914413981746
7,0.02,0.34,0.6988231971588169
7,0.02,0.36,0.6900589062997243
7,0.02,0.38,0.6891558459083551
7,0.02,0.4,0.6851657869978645
7,0.02,0.42,0.6741649700661941
7,0.02,0.44,0.6706871286605506
7,0.02,0.46,0.6623964310613282
7,0.02,0.48,0.6589669353363231
7,0.02,0.5,0.6540564235781757
7,0.02,0.52,0.6464898234760571
7,0.02,0.54,0.6365740267803925
7,0.02,0.56,0.6359748131393301
7,0.02,0.58,0.6213999547687991
7,0.03,0.01,0.6633263441874594
7,0.03,0.02,0.6874849206326136
7,0.03,0.06,0.733781785816367
7,0.03,0.08,0.748721425132197
7,0.03,0.1,0.7473880817025158
7,0.03,0.12,0.7582711726751972
7,0.03,0.14,0.7476385106934511
7,0.03,0.16,0.7504944504488614
7,0.03,0.18,0.7385268793403865
7,0.03,0.2,0.7277674608888575
7,0.03,0.22,0.7106544391490628
7,0.03,0.24,0.6945854884228269
7,0.03,0.26,0.6948242591952216
7,0.03,0.28,0.6872314681365784
7,0.03,0.3,0.6811575448463045
7,0.03,0.32,0.6644824448507796
7,0.03,0.34,0.6554926734994083
7,0.03,0.36,0.6383039784837622
7,0.03,0.38,0.6309571729751253
7,0.03,0.4,0.6090605001083498
7,0.03,0.42,0.6013118731354082
7,0.03,0.44,0.5929724157630653
7,0.03,0.46,0.587884013044787
7,0.03,0.48,0.5822626684011664
7,0.03,0.5,0.5781292227631053
7,0.03,0.52,0.5711246962287857
7,0.03,0.54,0.564636406796103
7,0.03,0.56,0.5483849437377837
7,0.03,0.58,0.5380971584064708
7,0.04,0.01,0.7108360831189443
7,0.04,0.02,0.7267805118256526
7,0.04,0.06,0.7516848313922948
7,0.04,0.08,0.7586156914983144
7,0.04,0.1,0.7480975971728395
7,0.04,0.12,0.7494228823019881
7,0.04,0.14,0.7413240623173465
7,0.04,0.16,0.7157743543947829
7,0.04,0.18,0.7094560437659462
7,0.04,0.2,0.6835370029574707
7,0.04,0.22,0.6766700034444157
7,0.04,0.24,0.6691534709092952
7,0.04,0.26,0.6507040390108111
7,0.04,0.28,0.6374074778308205
7,0.04,0.3,0.6226010301103837
7,0.04,0.32,0.607882409656691
7,0.04,0.34,0.5924353064109656
7,0.04,0.36,0.5783575236597683
7,0.04,0.38,0.5670589741811585
7,0.04,0.4,0.5588753980609742
7,0.04,0.42,0.5352194474037271
7,0.04,0.44,0.527279012090592
7,0.04,0.46,0.503235531846599
7,0.04,0.48,0.4936949603282124
7,0.04,0.5,0.48873852329767675
7,0.04,0.52,0.48482446640798715
7,0.04,0.54,0.48504617452443216
7,0.04,0.56,0.4683905678900425
7,0.04,0.58,0.4585266067746377
7,0.05,0.01,0.6851285693246246
7,0.05,0.02,0.7288679016599641
7,0.05,0.06,0.7691288865758887
7,0.05,0.08,0.7622159406318705
7,0.05,0.1,0.7568562965913904
7,0.05,0.12,0.7417429063735457
7,0.05,0.14,0.737573348354403
7,0.05,0.16,0.7277499981018437
7,0.05,0.18,0.6976290121540724
7,0.05,0.2,0.6656394900049994
7,0.05,0.22,0.6467700201956638
7,0.05,0.24,0.6232234832718141
7,0.05,0.26,0.597830120411876
7,0.05,0.28,0.5688390013252421
7,0.05,0.3,0.5566891730196472
7,0.05,0.32,0.5414929998467365
7,0.05,0.34,0.5298132834794026
7,0.05,0.36,0.5135848257784984
7,0.05,0.38,0.5017303704339529
7,0.05,0.4,0.49004165708586606
7,0.05,0.42,0.4804171345415053
7,0.05,0.44,0.4737247614406638
7,0.05,0.46,0.4630400620289842
7,0.05,0.48,0.4540136179476328
7,0.05,0.5,0.43942724145504347
7,0.05,0.52,0.43768166072619163
7,0.05,0.54,0.4297215611385683
7,0.05,0.56,0.4220349616485324
7,0.05,0.58,0.411025956818255
8,0.01,0.1,0.3739237285278919
8,0.01,0.12,0.39217373356161234
8,0.01,0.14,0.409682188418076
8,0.01,0.16,0.4263870597059678
8,0.01,0.18,0.44190242839632793
8,0.01,0.2,0.4643304122746624
8,0.01,0.22,0.4787666843429393
8,0.01,0.24,0.4932099763485437
8,0.01,0.26,0.5061814885046918
8,0.01,0.28,0.5186356771383425
8,0.01,0.3,0.5301018143770607
8,0.01,0.32,0.5385665625555606
8,0.01,0.34,0.5445154569540648
8,0.01,0.36,0.5515941926534099
8,0.01,0.38,0.563405518513251
8,0.01,0.4,0.57325192656766
8,0.01,0.42,0.5766513492658862
8,0.01,0.44,0.5845515907049444
8,0.01,0.46,0.5909270351351551
8,0.01,0.48,0.5954455888207743
8,0.01,0.5,0.6005472980071022
8,0.01,0.52,0.6061087804015509
8,0.01,0.54,0.6089278326512224
8,0.01,0.56,0.6117961886491232
8,0.01,0.58,0.6126654266975627
8,0.02,0.1,0.6745728610614957
8,0.02,0.12,0.6877810981722112
8,0.02,0.14,0.7034755055579153
8,0.02,0.16,0.7106249682948836
8,0.02,0.18,0.7197405373874679
8,0.02,0.2,0.7317509791669291
8,0.02,0.22,0.7350932931797367
8,0.02,0.24,0.7452210474692995
8,0.02,0.26,0.7465282318291045
8,0.02,0.28,0.7431353068455665
8,0.02,0.3,0.7436933123158844
8,0.02,0.32,0.749533948785747
8,0.02,0.34,0.7418307845087091
8,0.02,0.36,0.7393967731049677
8,0.02,0.38,0.742869782863916
8,0.02,0.4,0.7405924777157085
8,0.02,0.42,0.7323270603194203
8,0.02,0.44,0.7286699566639374
8,0.02,0.46,0.7206910672330427
8,0.02,0.48,0.7156647536552497
8,0.02,0.5,0.7065239754955515
8,0.02,0.52,0.6961439356609077
8,0.02,0.54,0.682920838162423
8,0.02,0.56,0.6668148021754986
8,0.02,0.58,0.6593763391527563
8,0.03,0.01,0.667924385199521
8,0.03,0.02,0.6899210549354243
8,0.03,0.06,0.7488030525824091
8,0.03,0.08,0.7578032568751539
8,0.03,0.1,0.7751201553596255
8,0.03,0.12,0.7730111931869766
8,0.03,0.14,0.774294422381262
8,0.03,0.16,0.7781914052740626
8,0.03,0.18,0.7773205146232031
8,0.03,0.2,0.7836304166727867
8,0.03,0.22,0.7716079183728473
8,0.03,0.24,0.7621730158012477
8,0.03,0.26,0.7491723742665214
8,0.03,0.28,0.7381357345636993
8,0.03,0.3,0.7248181610497445
8,0.03,0.32,0.7035749245893557
8,0.03,0.34,0.6929461048692848
8,0.03,0.36,0.6841326414493613
8,0.03,0.38,0.6750214416102092
8,0.03,0.4,0.667986437240926
8,0.03,0.42,0.6576774001310953
8,0.03,0.44,0.657151760208906
8,0.03,0.46,0.6501154832508005
8,0.03,0.48,0.6304394883264602
8,0.03,0.5,0.6266910600389549
8,0.03,0.52,0.6262092999001515
8,0.03,0.54,0.6157887955574255
8,0.03,0.56,0.6067882221840671
8,0.03,0.58,0.5963433106509262
8,0.04,0.01,0.7184166389390171
8,0.04,0.02,0.7316139496135322
8,0.04,0.06,0.7702497157412601
8,0.04,0.08,0.7787499946087741
8,0.04,0.1,0.7890169740134453
8,0.04,0.12,0.7891167793676661
8,0.04,0.14,0.7821372315684544
8,0.04,0.16,0.781753332738895
8,0.04,0.18,0.7669446323385006
8,0.04,0.2,0.7533006660931901
8,0.04,0.22,0.7420102753473754
8,0.04,0.24,0.7295082678159152
8,0.04,0.26,0.7081368873421214
8,0.04,0.28,0.6964553304879644
8,0.04,0.3,0.6847688818236668
8,0.04,0.32,0.6779972089415741
8,0.04,0.34,0.6708725207981285
8,0.04,0.36,0.6591023569959885
8,0.04,0.38,0.6474578030610152
8,0.04,0.4,0.6290498688625901
8,0.04,0.42,0.6164281163747087
8,0.04,0.44,0.6109319335189614
8,0.04,0.46,0.596553753019599
8,0.04,0.48,0.5944356106295624
8,0.04,0.5,0.5802903336400874
8,0.04,0.52,0.5544244684799134
8,0.04,0.54,0.5419043008494656
8,0.04,0.56,0.5279957283967374
8,0.04,0.58,0.5228140202096311
8,0.05,0.01,0.6871843844544133
8,0.05,0.02,0.7298690634365812
8,0.05,0.06,0.7981982119697602
8,0.05,0.08,0.8014669651598131
8,0.05,0.1,0.7992998680137438
8,0.05,0.12,0.7885292289037494
8,0.05,0.14,0.7868739251115086
8,0.05,0.16,0.7767393002832191
8,0.05,0.18,0.7659492229815781
8,0.05,0.2,0.7464274561767875
8,0.05,0.22,0.7376577229452096
8,0.05,0.24,0.6925173701455533
8,0.05,0.26,0.6642273589696462
8,0.05,0.28,0.6624048963756203
8,0.05,0.3,0.6408698961556062
8,0.05,0.32,0.6269176690227668
8,0.05,0.34,0.6098436737003129
8,0.05,0.36,0.5905207661689763
8,0.05,0.38,0.5703261113319622
8,0.05,0.4,0.5605107967924571
8,0.05,0.42,0.5495938912583973
8,0.05,0.44,0.5321350411565366
8,0.05,0.46,0.5170770613076409
8,0.05,0.48,0.5049259229363549
8,0.05,0.5,0.49920312502306696
8,0.05,0.52,0.4863389312440933
8,0.05,0.54,0.4819938760072599
8,0.05,0.56,0.4650268388023075
8,0.05,0.58,0.45464452227753643
9,0.01,0.1,0.37553497262940994
9,0.01,0.12,0.3925948883896467
9,0.01,0.14,0.40985768457729804
9,0.01,0.16,0.4253387524900953
9,0.01,0.18,0.4425820188288473
9,0.01,0.2,0.4673128600550881
9,0.01,0.22,0.48071316649903395
9,0.01,0.24,0.4948194691128206
9,0.01,0.26,0.5091624452901808
9,0.01,0.28,0.520364302455647
9,0.01,0.3,0.5334763051943517
9,0.01,0.32,0.5436070024684654
9,0.01,0.34,0.5549746412728841
9,0.01,0.36,0.5640586920366298
9,0.01,0.38,0.5789353441717894
9,0.01,0.4,0.5897285789854125
9,0.01,0.42,0.5939322970613564
9,0.01,0.44,0.6011889867452452
9,0.01,0.46,0.6077180969593264
9,0.01,0.48,0.6132016701777985
9,0.01,0.5,0.6240708444697408
9,0.01,0.52,0.6305700548783809
9,0.01,0.54,0.6300705368454728
9,0.01,0.56,0.6303749648818
9,0.01,0.58,0.6328740597263397
9,0.02,0.1,0.6926531105637447
9,0.02,0.12,0.7171246844283257
9,0.02,0.14,0.732103773627695
9,0.02,0.16,0.7405665149957862
9,0.02,0.18,0.747620182978261
9,0.02,0.2,0.7617208746626255
9,0.02,0.22,0.7599555506191928
9,0.02,0.24,0.763674835890287
9,0.02,0.26,0.7694800085714931
9,0.02,0.28,0.7741903564705962
9,0.02,0.3,0.7781877943435725
9,0.02,0.32,0.780087099437231
9,0.02,0.34,0.7802866108307233
9,0.02,0.36,0.7799141768462341
9,0.02,0.38,0.7809923967898896
9,0.02,0.4,0.7750922810143104
9,0.02,0.42,0.7669247997024488
9,0.02,0.44,0.7643815119705973
9,0.02,0.46,0.7610904244805795
9,0.02,0.48,0.7583345399846299
9,0.02,0.5,0.7555887292960232
9,0.02,0.52,0.7530303705375473
9,0.02,0.54,0.751174497496825
9,0.02,0.56,0.7379416058170187
9,0.02,0.58,0.7253123232020852
9,0.03,0.01,0.6839598332366952
9,0.03,0.02,0.704305695220533
9,0.03,0.06,0.7704938521378628
9,0.03,0.08,0.790166818270761
9,0.03,0.1,0.7951004958046498
9,0.03,0.12,0.8116262607304782
9,0.03,0.14,0.8120692577402311
9,0.03,0.16,0.8118880796774608
9,0.03,0.18,0.8130768339882265
9,0.03,0.2,0.8134727163971303
9,0.03,0.22,0.8030587100907652
9,0.03,0.24,0.7966390245558356
9,0.03,0.26,0.7942136645684484
9,0.03,0.28,0.7947835857303683
9,0.03,0.3,0.7777475052439847
9,0.03,0.32,0.7587452669933129
9,0.03,0.34,0.7468287357989881
9,0.03,0.36,0.7377535495182883
9,0.03,0.38,0.7220092591521461
9,0.03,0.4,0.7091982325870845
9,0.03,0.42,0.6947162552732955
9,0.03,0.44,0.686626066003461
9,0.03,0.46,0.6830281665785956
9,0.03,0.48,0.6756907792929023
9,0.03,0.5,0.6712481839118869
9,0.03,0.52,0.6497791458810406
9,0.03,0.54,0.6493169469198082
9,0.03,0.56,0.6381295347644904
9,0.03,0.58,0.6340402349137422
9,0.04,0.01,0.7363957422015128
9,0.04,0.02,0.7479524413477481
9,0.04,0.06,0.7944328849606244
9,0.04,0.08,0.7993259651898159
9,0.04,0.1,0.8206025903114041
9,0.04,0.12,0.814248793060964
9,0.04,0.14,0.8114115631690739
9,0.04,0.16,0.8164621611436219
9,0.04,0.18,0.811341144380673
9,0.04,0.2,0.8032568232983565
9,0.04,0.22,0.7954731332581044
9,0.04,0.24,0.7939242018740328
9,0.04,0.26,0.7767645528161484
9,0.04,0.28,0.7510565624948456
9,0.04,0.3,0.7311196490203533
9,0.04,0.32,0.7148491003509011
9,0.04,0.34,0.6996356324088872
9,0.04,0.36,0.6883227108623963
9,0.04,0.38,0.6828993600394495
9,0.04,0.4,0.6720250686996021
9,0.04,0.42,0.6628405391031752
9,0.04,0.44,0.642503487265442
9,0.04,0.46,0.6393160886786957
9,0.04,0.48,0.6228106861527475
9,0.04,0.5,0.6157035417846128
9,0.04,0.52,0.6013372885313938
9,0.04,0.54,0.5894717437437187
9,0.04,0.56,0.587320937028185
9,0.04,0.58,0.5654782840438488
9,0.05,0.01,0.7116003293336542
9,0.05,0.02,0.748714690749312
9,0.05,0.06,0.8286199710287553
9,0.05,0.08,0.8358427624935443
9,0.05,0.1,0.8430494787852287
9,0.05,0.12,0.8375537168236061
9,0.05,0.14,0.8400930664674965
9,0.05,0.16,0.8275960034012166
9,0.05,0.18,0.8138661646425389
9,0.05,0.2,0.8042880033206746
9,0.05,0.22,0.7891670061914906
9,0.05,0.24,0.7808299292164819
9,0.05,0.26,0.7457471488705292
9,0.05,0.28,0.7244209499834728
9,0.05,0.3,0.7004751108210086
9,0.05,0.32,0.6887847036542134
9,0.05,0.34,0.6811767874249864
9,0.05,0.36,0.6679137196189046
9,0.05,0.38,0.6483016145043587
9,0.05,0.4,0.6274612842176888
9,0.05,0.42,0.6152872467119817
9,0.05,0.44,0.5991257891719506
9,0.05,0.46,0.5885953057157983
9,0.05,0.48,0.5728734752296164
9,0.05,0.5,0.5616771266839666
9,0.05,0.52,0.5544747487871533
9,0.05,0.54,0.5481552874229945
9,0.05,0.56,0.5374713043456555
9,0.05,0.58,0.5255316023122865
10,0.01,0.1,0.37313088368975117
10,0.01,0.12,0.3890586545225146
10,0.01,0.14,0.40571545167363643
10,0.01,0.16,0.4277644675319083
10,0.01,0.18,0.4473159664650754
10,0.01,0.2,0.46384593143393993
10,0.01,0.22,0.4795779328417233
10,0.01,0.24,0.49787208304633257
10,0.01,0.26,0.5113619527268778
10,0.01,0.28,0.5233571946930359
10,0.01,0.3,0.5337384137690641
10,0.01,0.32,0.5478530038788406
10,0.01,0.34,0.5573837741927193
10,0.01,0.36,0.5715159718010824
10,0.01,0.38,0.5851712822473887
10,0.01,0.4,0.5941647523102863
10,0.01,0.42,0.5986200041104014
10,0.01,0.44,0.6053954602628127
10,0.01,0.46,0.6147588925751728
10,0.01,0.48,0.624034024624681
10,0.01,0.5,0.6302554740493063
10,0.01,0.52,0.6333641207553519
10,0.01,0.54,0.6385668286077044
10,0.01,0.56,0.6435728641290023
10,0.01,0.58,0.647946477346131
10,0.02,0.1,0.6974205009029794
10,0.02,0.12,0.7187643485311617
10,0.02,0.14,0.7339790493169271
10,0.02,0.16,0.7500299996023653
10,0.02,0.18,0.7533102320004013
10,0.02,0.2,0.7715369679737961
10,0.02,0.22,0.7803410109917431
10,0.02,0.24,0.7867283331370206
10,0.02,0.26,0.7882711481096548
10,0.02,0.28,0.7858738606091509
10,0.02,0.3,0.788799428000195
10,0.02,0.32,0.7905516704234036
10,0.02,0.34,0.7906334747500692
10,0.02,0.36,0.7969203936559536
10,0.02,0.38,0.8024637940925177
10,0.02,0.4,0.796105717613675
10,0.02,0.42,0.7942409257014059
10,0.02,0.44,0.7925022953929771
10,0.02,0.46,0.7887480431567816
10,0.02,0.48,0.7893515426746445
10,0.02,0.5,0.7844408913086627
10,0.02,0.52,0.7852623432166501
10,0.02,0.54,0.7753845334442424
10,0.02,0.56,0.7752798549121015
10,0.02,0.58,0.7705653421823679
10,0.03,0.01,0.6933516063933396
10,0.03,0.02,0.7162661456337205
10,0.03,0.06,0.7765934876489352
10,0.03,0.08,0.8043013905087041
10,0.03,0.1,0.8138107309465508
10,0.03,0.12,0.828915299728439
10,0.03,0.14,0.8353242606817245
10,0.03,0.16,0.8348808756397258
10,0.03,0.18,0.8309995381895922
10,0.03,0.2,0.8340433202105676
10,0.03,0.22,0.8289942204250685
10,0.03,0.24,0.8352661942327481
10,0.03,0.26,0.832298375581242
10,0.03,0.28,0.8300876499542601
10,0.03,0.3,0.8280463242535144
10,0.03,0.32,0.8190081845412819
10,0.03,0.34,0.8049106662363547
10,0.03,0.36,0.7986088647526647
10,0.03,0.38,0.7792035647990065
10,0.03,0.4,0.761141817193316
10,0.03,0.42,0.7513688500741503
10,0.03,0.44,0.7398498467199129
10,0.03,0.46,0.7355704179682269
10,0.03,0.48,0.7289888982465011
10,0.03,0.5,0.7233849603220434
10,0.03,0.52,0.7180269924999791
10,0.03,0.54,0.7012292949508022
10,0.03,0.56,0.6963689571932964
10,0.03,0.58,0.6819822044413567
10,0.04,0.01,0.7466621682868683
10,0.04,0.02,0.759449191378824
10,0.04,0.06,0.8005295578809293
10,0.04,0.08,0.8209172795500025
10,0.04,0.1,0.836455196005166
10,0.04,0.12,0.8446366080729852
10,0.04,0.14,0.8418800300134798
10,0.04,0.16,0.8408960440319326
10,0.04,0.18,0.8440832147881441
10,0.04,0.2,0.8389644999305839
10,0.04,0.22,0.8289970700773643
10,0.04,0.24,0.8281418351566684
10,0.04,0.26,0.8221981901848503
10,0.04,0.28,0.8001957577271994
10,0.04,0.3,0.7880641582298354
10,0.04,0.32,0.7728790717412405
10,0.04,0.34,0.759771594780483
10,0.04,0.36,0.7352798167913008
10,0.04,0.38,0.7231113457931949
10,0.04,0.4,0.7165723427059107
10,0.04,0.42,0.708204366841957
10,0.04,0.44,0.6963878559526
10,0.04,0.46,0.679908038256619
10,0.04,0.48,0.6699945994729194
10,0.04,0.5,0.6615596927931445
10,0.04,0.52,0.6545564620036445
10,0.04,0.54,0.6454612672243792
10,0.04,0.56,0.6442079254184853
10,0.04,0.58,0.633141001163337
10,0.05,0.01,0.7144899735507169
10,0.05,0.02,0.7527050587832893
10,0.05,0.06,0.8345683253691275
10,0.05,0.08,0.8405600122014755
10,0.05,0.1,0.8626432512566907
10,0.05,0.12,0.8636219519900388
10,0.05,0.14,0.8590203234363356
10,0.05,0.16,0.8593212597106954
10,0.05,0.18,0.8465777802305237
10,0.05,0.2,0.8400138666888929
10,0.05,0.22,0.8301535488337211
10,0.05,0.24,0.8206454769032029
10,0.05,0.26,0.7943356951146842
10,0.05,0.28,0.7769305982895556
10,0.05,0.3,0.755083567271032
10,0.05,0.32,0.7367098855693037
10,0.05,0.34,0.719580247599111
10,0.05,0.36,0.7140376699324539
10,0.05,0.38,0.7036928292200647
10,0.05,0.4,0.6954283463812255
10,0.05,0.42,0.6785435225589518
10,0.05,0.44,0.6468894453614613
10,0.05,0.46,0.6356331579774155
10,0.05,0.48,0.63126649449456
10,0.05,0.5,0.6170130830769586
10,0.05,0.52,0.6045922698803649
10,0.05,0.54,0.5942528108013642
10,0.05,0.56,0.5801970813496837
10,0.05,0.58,0.5723876215035457
