batch,mrd,ii,average_f1
5,0.05,0.3,0.6762508579392296
5,0.05,0.32,0.6761174704987043
5,0.05,0.34,0.6716788754567371
5,0.05,0.36,0.6700212500591753
5,0.05,0.38,0.6699367024402353
5,0.05,0.4,0.673325408135964
5,0.05,0.42,0.6731223418348166
5,0.05,0.44,0.6692219811241618
5,0.05,0.46,0.669449814969915
5,0.05,0.48,0.669449814969915
5,0.05,0.5,0.6680914056326477
5,0.05,0.52,0.6683006252990336
5,0.05,0.54,0.6680018594138631
5,0.05,0.56,0.6650788216740953
5,0.05,0.58,0.6641798574372376
6,0.01,0.01,0.5111696301350036
6,0.01,0.02,0.5102935606985908
6,0.01,0.04,0.5126247451318786
6,0.01,0.06,0.515080917055708
6,0.01,0.08,0.5164326134872245
6,0.01,0.1,0.5180496522750612
6,0.01,0.12,0.522511812832867
6,0.01,0.14,0.5240090738506502
6,0.01,0.16,0.5276322048298187
6,0.01,0.18,0.5276481368387552
6,0.01,0.2,0.5282493054476102
6,0.01,0.22,0.5302348862669588
6,0.01,0.24,0.5351190890497584
6,0.01,0.26,0.5358303781374699
6,0.01,0.28,0.5383086102370102
6,0.01,0.3,0.5437162016293953
6,0.01,0.32,0.543266236471496
6,0.01,0.34,0.5437040446339668
6,0.01,0.36,0.54620648808907
6,0.01,0.38,0.5467342494033426
6,0.01,0.4,0.5474425592873405
6,0.01,0.42,0.5497107557541364
6,0.01,0.44,0.5482104291407731
6,0.01,0.46,0.5510920959619663
6,0.01,0.48,0.5511518094060015
6,0.01,0.5,0.5517481086401336
6,0.01,0.52,0.5548193099925445
6,0.01,0.54,0.5579267995160189
6,0.01,0.56,0.5560242754581177
6,0.01,0.58,0.5573777044299112
6,0.02,0.01,0.6741672015121404
6,0.02,0.02,0.6751817104095598
6,0.02,0.04,0.6770446733094687
6,0.02,0.06,0.6774349086239138
6,0.02,0.08,0.677798422004637
6,0.02,0.1,0.6763118306439887
6,0.02,0.12,0.6767744812657176
6,0.02,0.14,0.6740845116491382
6,0.02,0.16,0.6719965551114652
6,0.02,0.18,0.668028236162762
6,0.02,0.2,0.6669266398342538
6,0.02,0.22,0.6675578205821502
6,0.02,0.24,0.6700915473214845
6,0.02,0.26,0.6686790865777964
6,0.02,0.28,0.664120057331892
6,0.02,0.3,0.6641902737061168
6,0.02,0.32,0.6639770304899922
6,0.02,0.34,0.6641757401061825
6,0.02,0.36,0.662563051457071
6,0.02,0.38,0.6621386557135758
6,0.02,0.4,0.6621229470749913
6,0.02,0.42,0.6615598352323163
6,0.02,0.44,0.6641900553884665
6,0.02,0.46,0.6661008600086941
6,0.02,0.48,0.6674035928664733
6,0.02,0.5,0.6656944121537217
6,0.02,0.52,0.6643307539700644
6,0.02,0.54,0.6615716083537758
6,0.02,0.56,0.660081246025333
6,0.02,0.58,0.658443212096703
6,0.03,0.01,0.7082583260148768
6,0.03,0.02,0.7071108790842973
6,0.03,0.04,0.7068811709233672
6,0.03,0.06,0.7093017570301167
6,0.03,0.08,0.7093017570301167
6,0.03,0.1,0.7047125973887937
6,0.03,0.12,0.7064433781966921
6,0.03,0.14,0.7045405634159259
6,0.03,0.16,0.7026203397422736
6,0.03,0.18,0.7039745298594966
6,0.03,0.2,0.7050409739639153
6,0.03,0.22,0.7053569730140916
6,0.03,0.24,0.704903760278261
6,0.03,0.26,0.7039424097480144
6,0.03,0.28,0.7109788817910206
6,0.03,0.3,0.7100832257229507
6,0.03,0.32,0.7100832257229507
6,0.03,0.34,0.7108740717626105
6,0.03,0.36,0.7108740717626105
6,0.03,0.38,0.7103202812878067
6,0.03,0.4,0.7102945609614248
6,0.03,0.42,0.7113610050658437
6,0.03,0.44,0.7096146459694757
6,0.03,0.46,0.7090608554946718
6,0.03,0.48,0.7090608554946718
6,0.03,0.5,0.7083203261827139
6,0.03,0.52,0.7089395106695189
6,0.03,0.54,0.7089395106695189
6,0.03,0.56,0.7083105426210957
6,0.03,0.58,0.7095231906683628
6,0.04,0.01,0.7214835030237507
6,0.04,0.02,0.7214835030237507
6,0.04,0.04,0.7267652327606042
6,0.04,0.06,0.7233193412964091
6,0.04,0.08,0.7233193412964091
6,0.04,0.1,0.7233193412964091
6,0.04,0.12,0.7221236750020293
6,0.04,0.14,0.721448364315961
6,0.04,0.16,0.7211393566307842
6,0.04,0.18,0.7209898116671429
6,0.04,0.2,0.7212030104750313
6,0.04,0.22,0.7212030104750313
6,0.04,0.24,0.7191463738668996
6,0.04,0.26,0.7189061132364997
6,0.04,0.28,0.7189061132364997
6,0.04,0.3,0.7198677853112717
6,0.04,0.32,0.7198677853112717
6,0.04,0.34,0.7170201346230894
6,0.04,0.36,0.71805533131046
6,0.04,0.38,0.718176628312224
6,0.04,0.4,0.7162134751862802
6,0.04,0.42,0.7162134751862802
6,0.04,0.44,0.7162134751862802
6,0.04,0.46,0.7133023766230077
6,0.04,0.48,0.713924502925062
6,0.04,0.5,0.7143958930068417
6,0.04,0.52,0.714249024069596
6,0.04,0.54,0.7151764362329632
6,0.04,0.56,0.7151764362329632
6,0.04,0.58,0.7170113684644173
6,0.05,0.01,0.7402867526133505
6,0.05,0.02,0.7407907204729778
6,0.05,0.04,0.7408581968562437
6,0.05,0.06,0.7413592766479074
6,0.05,0.08,0.7423528707647107
6,0.05,0.1,0.7393040902769058
6,0.05,0.12,0.7350129541336102
6,0.05,0.14,0.7363087634381339
6,0.05,0.16,0.7341481753824282
6,0.05,0.18,0.7327372937560322
6,0.05,0.2,0.7310251097390158
6,0.05,0.22,0.7311882844216206
6,0.05,0.24,0.732378373978192
6,0.05,0.26,0.732378373978192
6,0.05,0.28,0.7291587101612489
6,0.05,0.3,0.7280402862785974
6,0.05,0.32,0.7264871199126137
6,0.05,0.34,0.7242343161873845
6,0.05,0.36,0.7242343161873845
6,0.05,0.38,0.7190701523830859
6,0.05,0.4,0.716452033440409
6,0.05,0.42,0.7158333504024373
6,0.05,0.44,0.7133781251361521
6,0.05,0.46,0.7133781251361521
6,0.05,0.48,0.7130598524108345
6,0.05,0.5,0.7104325946111629
6,0.05,0.52,0.7093921784446963
6,0.05,0.54,0.705866779205592
6,0.05,0.56,0.7040701159236123
6,0.05,0.58,0.7022660427315431
7,0.01,0.01,0.5256176885132045
7,0.01,0.02,0.5248974996318158
7,0.01,0.04,0.5282342979389818
7,0.01,0.06,0.5306200865233
7,0.01,0.08,0.5330545854646624
7,0.01,0.1,0.5309228973212349
7,0.01,0.12,0.5333423210082893
7,0.01,0.14,0.5408984541412608
7,0.01,0.16,0.5459330879938111
7,0.01,0.18,0.5487715304494526
7,0.01,0.2,0.5493691187077867
7,0.01,0.22,0.5507209301847436
7,0.01,0.24,0.5560031393114779
7,0.01,0.26,0.5587375332941404
7,0.01,0.28,0.5612195835277395
7,0.01,0.3,0.5622406119556213
7,0.01,0.32,0.5597347185702101
7,0.01,0.34,0.5619291103935893
7,0.01,0.36,0.5631905409401582
7,0.01,0.38,0.5656977180346356
7,0.01,0.4,0.5669759454726245
7,0.01,0.42,0.5662806205246426
7,0.01,0.44,0.5698348412384054
7,0.01,0.46,0.5689271718922589
7,0.01,0.48,0.5704137105640287
7,0.01,0.5,0.5727831398189974
7,0.01,0.52,0.5725063054081095
7,0.01,0.54,0.5747122847049455
7,0.01,0.56,0.5761309762795779
7,0.01,0.58,0.5732398489545484
7,0.02,0.01,0.7082677614162798
7,0.02,0.02,0.7065343107291964
7,0.02,0.04,0.7091870725927822
7,0.02,0.06,0.7096982039344455
7,0.02,0.08,0.710073816988125
7,0.02,0.1,0.7092511729421916
7,0.02,0.12,0.7077712610806851
7,0.02,0.14,0.7113172941551303
7,0.02,0.16,0.7125381506128711
7,0.02,0.18,0.7152106650382998
7,0.02,0.2,0.7167001066158764
7,0.02,0.22,0.7174762643288778
7,0.02,0.24,0.7204163592079719
7,0.02,0.26,0.7193736790886339
7,0.02,0.28,0.7194068903164952
7,0.02,0.3,0.7151884476434915
7,0.02,0.32,0.7158039605028811
7,0.02,0.34,0.7152274090153907
7,0.02,0.36,0.7115967333419161
7,0.02,0.38,0.7115967333419161
7,0.02,0.4,0.7123976344038695
7,0.02,0.42,0.7123057676453362
7,0.02,0.44,0.7102006955386848
7,0.02,0.46,0.7131482379721561
7,0.02,0.48,0.717039060211931
7,0.02,0.5,0.7154923237008256
7,0.02,0.52,0.7102602046166221
7,0.02,0.54,0.7084483258822137
7,0.02,0.56,0.7078050608358579
7,0.02,0.58,0.7088656792579842
7,0.03,0.01,0.753804423487131
7,0.03,0.02,0.753804423487131
7,0.03,0.04,0.753744407724783
7,0.03,0.06,0.753606442203683
7,0.03,0.08,0.7532887293992258
7,0.03,0.1,0.7503471223815851
7,0.03,0.12,0.7504715996833424
7,0.03,0.14,0.7513830295839397
7,0.03,0.16,0.7505025889120958
7,0.03,0.18,0.750369672051592
7,0.03,0.2,0.7512157868511246
7,0.03,0.22,0.7524164044935121
7,0.03,0.24,0.7519832416849341
7,0.03,0.26,0.7527524439536766
7,0.03,0.28,0.753297223440104
7,0.03,0.3,0.7554691765587008
7,0.03,0.32,0.7554691765587008
7,0.03,0.34,0.7534811680666273
7,0.03,0.36,0.7526337472307362
7,0.03,0.38,0.7513113871089676
7,0.03,0.4,0.7495977954513203
7,0.03,0.42,0.7503625531992398
7,0.03,0.44,0.7511545372204178
7,0.03,0.46,0.7511545372204178
7,0.03,0.48,0.7499520776844317
7,0.03,0.5,0.7497360294670463
7,0.03,0.52,0.747943420984076
7,0.03,0.54,0.74746143301104
7,0.03,0.56,0.745442762601565
7,0.03,0.58,0.744771217166687
7,0.04,0.01,0.7630435870884377
7,0.04,0.02,0.7630435870884377
7,0.04,0.04,0.763361863499259
7,0.04,0.06,0.7627407740623801
7,0.04,0.08,0.7630606910732572
7,0.04,0.1,0.7610116770963352
7,0.04,0.12,0.7601466827520674
7,0.04,0.14,0.7590912297211684
7,0.04,0.16,0.756938887681186
7,0.04,0.18,0.7549351180217705
7,0.04,0.2,0.7536633097889067
7,0.04,0.22,0.7536633097889067
7,0.04,0.24,0.7540773884638551
7,0.04,0.26,0.7544893544925024
7,0.04,0.28,0.7462888367984629
7,0.04,0.3,0.7458766317826774
7,0.04,0.32,0.7476339262904538
7,0.04,0.34,0.7454580746764
7,0.04,0.36,0.7454580746764
7,0.04,0.38,0.7472726858372395
7,0.04,0.4,0.7449859986514051
7,0.04,0.42,0.7447863782147868
7,0.04,0.44,0.7456096099658536
7,0.04,0.46,0.7456096099658536
7,0.04,0.48,0.7456096099658536
7,0.04,0.5,0.7456096099658536
7,0.04,0.52,0.7456096099658536
7,0.04,0.54,0.7449918067164712
7,0.04,0.56,0.7441847042144536
7,0.04,0.58,0.7428221832288766
7,0.05,0.01,0.7723779768689264
7,0.05,0.02,0.7712323702702324
7,0.05,0.04,0.7736891174995477
7,0.05,0.06,0.7701284852564886
7,0.05,0.08,0.7705488274505564
7,0.05,0.1,0.7698387264807351
7,0.05,0.12,0.7683019338415465
7,0.05,0.14,0.7708248148149554
7,0.05,0.16,0.7635772308456517
7,0.05,0.18,0.7635772308456517
7,0.05,0.2,0.7639934091898507
7,0.05,0.22,0.7636719523823512
7,0.05,0.24,0.7630337660733447
7,0.05,0.26,0.762121165160744
7,0.05,0.28,0.7596650060555937
7,0.05,0.3,0.7589072600635364
7,0.05,0.32,0.7529109874762258
7,0.05,0.34,0.7505217796611896
7,0.05,0.36,0.7505032592268674
7,0.05,0.38,0.7528642036046186
7,0.05,0.4,0.7476648594450185
7,0.05,0.42,0.7473527085056972
7,0.05,0.44,0.7453043405923895
7,0.05,0.46,0.7409920187164489
7,0.05,0.48,0.7384385335542681
7,0.05,0.5,0.7363326309522635
7,0.05,0.52,0.734323551458397
7,0.05,0.54,0.7299651801017865
7,0.05,0.56,0.7299651801017865
7,0.05,0.58,0.7282502347931512
8,0.01,0.01,0.5370747618065436
8,0.01,0.02,0.5375661435505059
8,0.01,0.04,0.5385909733818866
8,0.01,0.06,0.5396839475197618
8,0.01,0.08,0.5426555274477475
8,0.01,0.1,0.5469835798273817
8,0.01,0.12,0.5447082292226507
8,0.01,0.14,0.5502368635029368
8,0.01,0.16,0.5530883595808374
8,0.01,0.18,0.5535037264146443
8,0.01,0.2,0.5557365245390066
8,0.01,0.22,0.5593806155457626
8,0.01,0.24,0.5667416460203418
8,0.01,0.26,0.5707127437853482
8,0.01,0.28,0.5719640971468143
8,0.01,0.3,0.57325192656766
8,0.01,0.32,0.5742092300359237
8,0.01,0.34,0.5770964222804238
8,0.01,0.36,0.5764774105571006
8,0.01,0.38,0.5786546708956701
8,0.01,0.4,0.5801468534679197
8,0.01,0.42,0.5820846472089947
8,0.01,0.44,0.5839446812745057
8,0.01,0.46,0.5872673570864493
8,0.01,0.48,0.5901874186653703
8,0.01,0.5,0.5898728561302047
8,0.01,0.52,0.5915446373259241
8,0.01,0.54,0.5906547144315887
8,0.01,0.56,0.5947147870238105
8,0.01,0.58,0.5963990654996545
8,0.02,0.01,0.7406332628315179
8,0.02,0.02,0.7409922620839933
8,0.02,0.04,0.7417899044292268
8,0.02,0.06,0.7378862694932264
8,0.02,0.08,0.738079510074722
8,0.02,0.1,0.7424992422559354
8,0.02,0.12,0.7424355555717332
8,0.02,0.14,0.7447488541318139
8,0.02,0.16,0.7455008778951792
8,0.02,0.18,0.7403476810682115
8,0.02,0.2,0.7420076861828774
8,0.02,0.22,0.7433098650032665
8,0.02,0.24,0.7461457600430599
8,0.02,0.26,0.7452699185703665
8,0.02,0.28,0.7449064748447095
8,0.02,0.3,0.7446373030940457
8,0.02,0.32,0.7423908792336593
8,0.02,0.34,0.7458206233398631
8,0.02,0.36,0.7457456086494861
8,0.02,0.38,0.7473298760863843
8,0.02,0.4,0.7453594738992301
8,0.02,0.42,0.7447418545097736
8,0.02,0.44,0.7396858665367831
8,0.02,0.46,0.7411495308168975
8,0.02,0.48,0.7435047277287744
8,0.02,0.5,0.7438366622792992
8,0.02,0.52,0.7450769949803061
8,0.02,0.54,0.7448101627431295
8,0.02,0.56,0.7449897122439928
8,0.02,0.58,0.741002915543261
8,0.03,0.01,0.7720113173086666
8,0.03,0.02,0.7716154964571839
8,0.03,0.04,0.7719373648853268
8,0.03,0.06,0.7728178055571708
8,0.03,0.08,0.7787071748529348
8,0.03,0.1,0.7783071529339256
8,0.03,0.12,0.7751449482866981
8,0.03,0.14,0.7742136657181667
8,0.03,0.16,0.7757345353513659
8,0.03,0.18,0.7760622852313702
8,0.03,0.2,0.7760622852313702
8,0.03,0.22,0.7750130527214634
8,0.03,0.24,0.7753428167340919
8,0.03,0.26,0.7778519955315311
8,0.03,0.28,0.7768715072483661
8,0.03,0.3,0.7762903657931887
8,0.03,0.32,0.7752678902812177
8,0.03,0.34,0.7781583983441395
8,0.03,0.36,0.7781583983441395
8,0.03,0.38,0.7791268081484539
8,0.03,0.4,0.7768598548555089
8,0.03,0.42,0.7770410465968552
8,0.03,0.44,0.7781214787697245
8,0.03,0.46,0.7777140860259057
8,0.03,0.48,0.777304576956145
8,0.03,0.5,0.7776369826456934
8,0.03,0.52,0.7738584632620851
8,0.03,0.54,0.772983399806271
8,0.03,0.56,0.770942955623181
8,0.03,0.58,0.7702041859968555
8,0.04,0.01,0.7775910812818962
8,0.04,0.02,0.779695593498768
8,0.04,0.04,0.7800170503062676
8,0.04,0.06,0.7773393820524618
8,0.04,0.08,0.7756244367438265
8,0.04,0.1,0.7728730797907889
8,0.04,0.12,0.7728730797907889
8,0.04,0.14,0.7728730797907889
8,0.04,0.16,0.7700649493815096
8,0.04,0.18,0.7700521440656664
8,0.04,0.2,0.7700521440656664
8,0.04,0.22,0.7699935560371535
8,0.04,0.24,0.7696819721305437
8,0.04,0.26,0.770316604214987
8,0.04,0.28,0.7687098447198626
8,0.04,0.3,0.7687098447198626
8,0.04,0.32,0.7690229230336981
8,0.04,0.34,0.7689631089499444
8,0.04,0.36,0.7686386059773913
8,0.04,0.38,0.7686500306361088
8,0.04,0.4,0.7666450181047805
8,0.04,0.42,0.7639088016265948
8,0.04,0.44,0.7639088016265948
8,0.04,0.46,0.7664384501958473
8,0.04,0.48,0.7630057284221256
8,0.04,0.5,0.7639568820794648
8,0.04,0.52,0.7616156897670356
8,0.04,0.54,0.7577403158877176
8,0.04,0.56,0.7582152451894865
8,0.04,0.58,0.7548335954999077
8,0.05,0.01,0.8053616358528934
8,0.05,0.02,0.8053616358528934
8,0.05,0.04,0.8049763508328478
8,0.05,0.06,0.8020779990821773
8,0.05,0.08,0.8020779990821773
8,0.05,0.1,0.8024140905575091
8,0.05,0.12,0.8010125126466391
8,0.05,0.14,0.8010125126466391
8,0.05,0.16,0.7957909835484964
8,0.05,0.18,0.7957909835484964
8,0.05,0.2,0.7926965712044864
8,0.05,0.22,0.7916033883389162
8,0.05,0.24,0.7887290759601948
8,0.05,0.26,0.7887290759601948
8,0.05,0.28,0.7869225732338231
8,0.05,0.3,0.7855635419356934
8,0.05,0.32,0.7773094950199825
8,0.05,0.34,0.7773094950199825
8,0.05,0.36,0.7769924303269165
8,0.05,0.38,0.7731583365953375
8,0.05,0.4,0.7670518382959214
8,0.05,0.42,0.766189030440319
8,0.05,0.44,0.766189030440319
8,0.05,0.46,0.7652026624117948
8,0.05,0.48,0.7603724439871062
8,0.05,0.5,0.755432286105772
8,0.05,0.52,0.7544837963932373
8,0.05,0.54,0.7512106278917258
8,0.05,0.56,0.7502444530086744
8,0.05,0.58,0.746492507766826
9,0.01,0.01,0.5436008369788706
9,0.01,0.02,0.5442641005372945
9,0.01,0.04,0.5468790182111001
9,0.01,0.06,0.551306139975833
9,0.01,0.08,0.5534628916412243
9,0.01,0.1,0.5590015261493563
9,0.01,0.12,0.5594879207952416
9,0.01,0.14,0.5628672067071571
9,0.01,0.16,0.5716746261016976
9,0.01,0.18,0.5737761446684674
9,0.01,0.2,0.5760811579788323
9,0.01,0.22,0.5792451885864924
9,0.01,0.24,0.5810050054255914
9,0.01,0.26,0.5844954242370383
9,0.01,0.28,0.5876082238762589
9,0.01,0.3,0.5897285789854125
9,0.01,0.32,0.5902404864778765
9,0.01,0.34,0.5906966125350656
9,0.01,0.36,0.5917311081449921
9,0.01,0.38,0.5958460675621655
9,0.01,0.4,0.5975204851987612
9,0.01,0.42,0.6004811612857445
9,0.01,0.44,0.6007039565874651
9,0.01,0.46,0.6016179850986443
9,0.01,0.48,0.6037824117689814
9,0.01,0.5,0.6061607578280798
9,0.01,0.52,0.6069300023415226
9,0.01,0.54,0.609431594431396
9,0.01,0.56,0.6122030889885343
9,0.01,0.58,0.6168744096690724
9,0.02,0.01,0.7681502243177609
9,0.02,0.02,0.766311469013659
9,0.02,0.04,0.7628799351097749
9,0.02,0.06,0.7604678133323048
9,0.02,0.08,0.7623779746900868
9,0.02,0.1,0.7634278130979385
9,0.02,0.12,0.7654762953903431
9,0.02,0.14,0.7649208399388983
9,0.02,0.16,0.7672810069107847
9,0.02,0.18,0.7688368753452766
9,0.02,0.2,0.7693021462680492
9,0.02,0.22,0.7660560645700415
9,0.02,0.24,0.7694800085714931
9,0.02,0.26,0.7688365552653708
9,0.02,0.28,0.769143076965304
9,0.02,0.3,0.7708746661091075
9,0.02,0.32,0.7741541348509698
9,0.02,0.34,0.7741964985766121
9,0.02,0.36,0.7750538231234293
9,0.02,0.38,0.7740045573153547
9,0.02,0.4,0.7730810351538172
9,0.02,0.42,0.7742853833553136
9,0.02,0.44,0.7761180530839533
9,0.02,0.46,0.7757151091471416
9,0.02,0.48,0.7771133579542399
9,0.02,0.5,0.7810554332731446
9,0.02,0.52,0.7838966829615324
9,0.02,0.54,0.7815236917130404
9,0.02,0.56,0.7810744554147474
9,0.02,0.58,0.7809429716201252
9,0.03,0.01,0.79882875593389
9,0.03,0.02,0.7978547670249811
9,0.03,0.04,0.7978547670249811
9,0.03,0.06,0.7997332229345544
9,0.03,0.08,0.8006142130976122
9,0.03,0.1,0.801890284884908
9,0.03,0.12,0.8031461718550806
9,0.03,0.14,0.8028264903533534
9,0.03,0.16,0.8031526117945976
9,0.03,0.18,0.8028816738712571
9,0.03,0.2,0.8028227449315226
9,0.03,0.22,0.8048287682777933
9,0.03,0.24,0.8033596026018078
9,0.03,0.26,0.8037115268646178
9,0.03,0.28,0.8046009269511919
9,0.03,0.3,0.8068365967340148
9,0.03,0.32,0.8079524683998621
9,0.03,0.34,0.8082859797308158
9,0.03,0.36,0.8052266134044849
9,0.03,0.38,0.806250434304082
9,0.03,0.4,0.806250434304082
9,0.03,0.42,0.8045378828731516
9,0.03,0.44,0.8057239983449814
9,0.03,0.46,0.8060590593563735
9,0.03,0.48,0.8050352384567763
9,0.03,0.5,0.8011238715078269
9,0.03,0.52,0.8011238715078269
9,0.03,0.54,0.8011238715078269
9,0.03,0.56,0.8011238715078269
9,0.03,0.58,0.8004408284881686
9,0.04,0.01,0.8034287004045123
9,0.04,0.02,0.8034287004045123
9,0.04,0.04,0.8034287004045123
9,0.04,0.06,0.8034287004045123
9,0.04,0.08,0.8018627527579375
9,0.04,0.1,0.800066306023904
9,0.04,0.12,0.7985571657406452
9,0.04,0.14,0.7979956640237972
9,0.04,0.16,0.7990266474922293
9,0.04,0.18,0.7990266474922293
9,0.04,0.2,0.7973567802466753
9,0.04,0.22,0.798931216424352
9,0.04,0.24,0.798619492689512
9,0.04,0.26,0.7957493341310515
9,0.04,0.28,0.7957493341310515
9,0.04,0.3,0.7938723291484565
9,0.04,0.32,0.7935505788267062
9,0.04,0.34,0.7932373635907427
9,0.04,0.36,0.7946835234500352
9,0.04,0.38,0.7925413357408372
9,0.04,0.4,0.7906836695974567
9,0.04,0.42,0.788948071327205
9,0.04,0.44,0.788948071327205
9,0.04,0.46,0.788948071327205
9,0.04,0.48,0.788948071327205
9,0.04,0.5,0.7871567261344506
9,0.04,0.52,0.7867764757542003
9,0.04,0.54,0.788695624566553
9,0.04,0.56,0.7850333736473333
9,0.04,0.58,0.7844984236722661
9,0.05,0.01,0.8377536279694311
9,0.05,0.02,0.8368343413358588
9,0.05,0.04,0.8345667325203443
9,0.05,0.06,0.8333040200775076
9,0.05,0.08,0.8333040200775076
9,0.05,0.1,0.8333040200775076
9,0.05,0.12,0.8324316063887155
9,0.05,0.14,0.8296156957003704
9,0.05,0.16,0.8272369458655613
9,0.05,0.18,0.8277830949919988
9,0.05,0.2,0.8274020291775016
9,0.05,0.22,0.8243038101145104
9,0.05,0.24,0.8243038101145104
9,0.05,0.26,0.8206988838180178
9,0.05,0.28,0.8172206774444396
9,0.05,0.3,0.8157342705209599
9,0.05,0.32,0.8077880289148089
9,0.05,0.34,0.8077880289148089
9,0.05,0.36,0.8052688422536128
9,0.05,0.38,0.8052688422536128
9,0.05,0.4,0.7985704374194993
9,0.05,0.42,0.7969693962980848
9,0.05,0.44,0.7969693962980848
9,0.05,0.46,0.7970416773312009
9,0.05,0.48,0.7940505184287119
9,0.05,0.5,0.7907006684740745
9,0.05,0.52,0.7898256893364113
9,0.05,0.54,0.7863172652473065
9,0.05,0.56,0.7856283307716785
9,0.05,0.58,0.7858630720155138
10,0.01,0.01,0.5467234769411018
10,0.01,0.02,0.5481437946386999
10,0.01,0.04,0.5499416706500495
10,0.01,0.06,0.5531989528080389
10,0.01,0.08,0.5571217194292685
10,0.01,0.1,0.5595397773177702
10,0.01,0.12,0.5627979035818292
10,0.01,0.14,0.5682299868806193
10,0.01,0.16,0.5711891743342907
10,0.01,0.18,0.5734515239357192
10,0.01,0.2,0.5759051626296723
10,0.01,0.22,0.5811059927268378
10,0.01,0.24,0.5874378631865077
10,0.01,0.26,0.5886440148160802
10,0.01,0.28,0.5919894873329047
10,0.01,0.3,0.5941647523102863
10,0.01,0.32,0.5954703391473011
10,0.01,0.34,0.5971920810362279
10,0.01,0.36,0.5978799741788456
10,0.01,0.38,0.5993149791659146
10,0.01,0.4,0.6010594324597047
10,0.01,0.42,0.6030503880098443
10,0.01,0.44,0.6042350371743115
10,0.01,0.46,0.6062316244110976
10,0.01,0.48,0.6091161164149421
10,0.01,0.5,0.611742558872051
10,0.01,0.52,0.6139374017852806
10,0.01,0.54,0.6152485458294337
10,0.01,0.56,0.6177056286371408
10,0.01,0.58,0.6180991635236746
10,0.02,0.01,0.7800444132575982
10,0.02,0.02,0.7794464860718422
10,0.02,0.04,0.7808244508300887
10,0.02,0.06,0.7816522482680556
10,0.02,0.08,0.7820493706738997
10,0.02,0.1,0.7853313068364525
10,0.02,0.12,0.7862836877888334
10,0.02,0.14,0.7897733838826968
10,0.02,0.16,0.7911329195215905
10,0.02,0.18,0.7919896340214834
10,0.02,0.2,0.7933880502076155
10,0.02,0.22,0.7892180661242418
10,0.02,0.24,0.7879680945574067
10,0.02,0.26,0.7861647222511942
10,0.02,0.28,0.7888028739559578
10,0.02,0.3,0.7890122597545701
10,0.02,0.32,0.7892711054480868
10,0.02,0.34,0.7851780849024205
10,0.02,0.36,0.7831417440502901
10,0.02,0.38,0.7834538520463042
10,0.02,0.4,0.7837767618511375
10,0.02,0.42,0.7866195862309091
10,0.02,0.44,0.7878941310614549
10,0.02,0.46,0.789100299748264
10,0.02,0.48,0.7914759153889588
10,0.02,0.5,0.7923187314188389
10,0.02,0.52,0.7923999744235577
10,0.02,0.54,0.7929554883764807
10,0.02,0.56,0.7887597838010502
10,0.02,0.58,0.7866317531015908
10,0.03,0.01,0.8196187412490955
10,0.03,0.02,0.8177252003275723
10,0.03,0.04,0.8180452300593667
10,0.03,0.06,0.8190148250883676
10,0.03,0.08,0.818644111464642
10,0.03,0.1,0.8207222481945777
10,0.03,0.12,0.8223194563407966
10,0.03,0.14,0.8232902829996968
10,0.03,0.16,0.8236183131784731
10,0.03,0.18,0.8239479794179917
10,0.03,0.2,0.8245243211770071
10,0.03,0.22,0.8207836814438642
10,0.03,0.24,0.8211166567392453
10,0.03,0.26,0.8224242591224973
10,0.03,0.28,0.8240662253714556
10,0.03,0.3,0.823304005789068
10,0.03,0.32,0.823304005789068
10,0.03,0.34,0.8258509766289563
10,0.03,0.36,0.8258509766289563
10,0.03,0.38,0.8254675089910807
10,0.03,0.4,0.8264793621386016
10,0.03,0.42,0.8254327896634577
10,0.03,0.44,0.8276992817932937
10,0.03,0.46,0.828941233618636
10,0.03,0.48,0.8275642810465573
10,0.03,0.5,0.8271748122819522
10,0.03,0.52,0.8259328604566099
10,0.03,0.54,0.8259328604566099
10,0.03,0.56,0.8255565920270496
10,0.03,0.58,0.8262146183944729
10,0.04,0.01,0.8193134123095819
10,0.04,0.02,0.8193134123095819
10,0.04,0.04,0.8175276980238675
10,0.04,0.06,0.8153543444784999
10,0.04,0.08,0.8141441481470739
10,0.04,0.1,0.8117532330141378
10,0.04,0.12,0.8111527066067497
10,0.04,0.14,0.8102496905330635
10,0.04,0.16,0.8093625168466351
10,0.04,0.18,0.8106593566527917
10,0.04,0.2,0.8094934263631499
10,0.04,0.22,0.8076984420394234
10,0.04,0.24,0.8080116572753869
10,0.04,0.26,0.8064016022332668
10,0.04,0.28,0.8044605810663238
10,0.04,0.3,0.8044605810663238
10,0.04,0.32,0.8044605810663238
10,0.04,0.34,0.8019086849500712
10,0.04,0.36,0.800065807330796
10,0.04,0.38,0.8011919374582942
10,0.04,0.4,0.8011919374582942
10,0.04,0.42,0.8015119671900887
10,0.04,0.44,0.802706861142328
10,0.04,0.46,0.8023936459063644
10,0.04,0.48,0.8003063359271002
10,0.04,0.5,0.7992859718740305
10,0.04,0.52,0.7967877020946547
10,0.04,0.54,0.7967877020946547
10,0.04,0.56,0.796162763123851
10,0.04,0.58,0.7952810844075753
10,0.05,0.01,0.8546638747228101
10,0.05,0.02,0.8508485347977909
10,0.05,0.04,0.8500966552874211
10,0.05,0.06,0.8460503271590584
10,0.05,0.08,0.8463767334260587
