Batch, ID1, Percentage1, ID2, Percentage2
1, SRR27167517, 1%, ERR8958843, 100%
2, SRR28370694, 99%, ERR8958843, 2%
3, SRR27167517, 3%, ERR8958843, 98%
4, SRR28370694, 4%, ERR8958843, 97%
5, SRR27167517, 5%, SRR28370694, 96%
6, SRR27167517, 6%, SRR28370694, 95%
7, SRR28370694, 94%, SRR27167517, 7%
8, ERR8958843, 8%, SRR28370694, 93%
9, ERR8958843, 92%, SRR27167517, 9%
10, ERR8958843, 91%, SRR28370694, 10%
