tool,specie,sequencing_id,maf,depth,batch,precision,recall,f1score
Confindr,campylobacter_jejuni,SRR27638397,0.01,170,8,0.5166666666666667,0.8072916666666666,0.6300813008130082
Confindr,campylobacter_jejuni,SRR27638397,0.01,170,9,0.5132450331125827,0.8072916666666666,0.6275303643724697
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,10,0.4378531073446328,0.8072916666666666,0.5677655677655679
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,1,0.13765182186234817,0.17708333333333334,0.1548974943052392
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,2,0.2980132450331126,0.46875,0.3643724696356275
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,3,0.33544303797468356,0.5520833333333334,0.4173228346456693
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,4,0.4109195402298851,0.7447916666666666,0.5296296296296297
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,5,0.42450142450142453,0.7760416666666666,0.5488029465930018
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,6,0.4322033898305085,0.796875,0.5604395604395606
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,7,0.4403409090909091,0.8072916666666666,0.5698529411764706
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,8,0.4431818181818182,0.8125,0.573529411764706
Confindr,campylobacter_jejuni,SRR27710526,0.01,170,9,0.4406779661016949,0.8125,0.5714285714285714
Confindr,ecoli,SRR26036455,0.01,120,2,0.14285714285714285,0.14634146341463414,0.14457831325301207
Confindr,ecoli,SRR26036455,0.01,120,3,0.2708333333333333,0.3170731707317073,0.29213483146067415
Confindr,ecoli,SRR26036455,0.01,120,4,0.41379310344827586,0.5853658536585366,0.48484848484848475
Confindr,ecoli,SRR26036455,0.01,120,5,0.45901639344262296,0.6829268292682927,0.5490196078431373
Confindr,ecoli,SRR26036455,0.01,120,6,0.5,0.8048780487804879,0.6168224299065421
Confindr,ecoli,SRR26036455,0.01,120,7,0.5,0.8536585365853658,0.6306306306306306
Confindr,ecoli,SRR26036455,0.01,120,8,0.5294117647058824,0.8780487804878049,0.6605504587155964
Confindr,ecoli,SRR26036455,0.01,120,9,0.5217391304347826,0.8780487804878049,0.6545454545454545
Confindr,ecoli,ERR12533301,0.01,170,10,0.23030303030303031,0.926829268292683,0.36893203883495146
Confindr,ecoli,ERR12533301,0.01,170,1,0.1056338028169014,0.36585365853658536,0.1639344262295082
Confindr,ecoli,ERR12533301,0.01,170,2,0.20987654320987653,0.8292682926829268,0.33497536945812806
Confindr,ecoli,ERR12533301,0.01,170,3,0.2215568862275449,0.9024390243902439,0.3557692307692308
Confindr,ecoli,ERR12533301,0.01,170,4,0.21764705882352942,0.9024390243902439,0.35071090047393366
Confindr,ecoli,ERR12533301,0.01,170,5,0.2261904761904762,0.926829268292683,0.36363636363636365
Confindr,ecoli,ERR12533301,0.01,170,6,0.23030303030303031,0.926829268292683,0.36893203883495146
Confindr,ecoli,ERR12533301,0.01,170,7,0.22093023255813954,0.926829268292683,0.3568075117370892
Confindr,ecoli,ERR12533301,0.01,170,8,0.2222222222222222,0.926829268292683,0.3584905660377359
Confindr,ecoli,ERR12533301,0.01,170,9,0.2235294117647059,0.926829268292683,0.36018957345971564
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,10,0.21428571428571427,1.0,0.35294117647058826
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,1,0.04838709677419355,0.2,0.07792207792207792
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,2,0.14705882352941177,0.6666666666666666,0.24096385542168675
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,3,0.18309859154929578,0.8666666666666667,0.3023255813953489
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,4,0.2112676056338028,1.0,0.3488372093023256
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,5,0.2112676056338028,1.0,0.3488372093023256
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,6,0.2112676056338028,1.0,0.3488372093023256
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,7,0.2112676056338028,1.0,0.3488372093023256
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,8,0.21428571428571427,1.0,0.35294117647058826
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,170,9,0.21428571428571427,1.0,0.35294117647058826
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,10,0.375,1.0,0.5454545454545454
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,1,0.08695652173913043,0.13333333333333333,0.10526315789473685
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,2,0.18518518518518517,0.3333333333333333,0.23809523809523808
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,3,0.25,0.4666666666666667,0.32558139534883723
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,4,0.4166666666666667,1.0,0.5882352941176471
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,5,0.39473684210526316,1.0,0.5660377358490566
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,6,0.38461538461538464,1.0,0.5555555555555556
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,7,0.375,1.0,0.5454545454545454
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,8,0.375,1.0,0.5454545454545454
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,170,9,0.375,1.0,0.5454545454545454
Confindr,salmonella_enterica,SRR27136088,0.01,170,10,0.2303370786516854,0.9111111111111111,0.3677130044843049
Confindr,salmonella_enterica,SRR27136088,0.01,170,1,0.08108108108108109,0.26666666666666666,0.12435233160621763
Confindr,salmonella_enterica,SRR27136088,0.01,170,2,0.16463414634146342,0.6,0.2583732057416268
Confindr,salmonella_enterica,SRR27136088,0.01,170,3,0.21621621621621623,0.8888888888888888,0.34782608695652173
Confindr,salmonella_enterica,SRR27136088,0.01,170,4,0.21739130434782608,0.8888888888888888,0.34934497816593885
Confindr,salmonella_enterica,SRR27136088,0.01,170,5,0.22043010752688172,0.9111111111111111,0.354978354978355
Confindr,salmonella_enterica,SRR27136088,0.01,170,6,0.2265193370165746,0.9111111111111111,0.36283185840707965
Confindr,salmonella_enterica,SRR27136088,0.01,170,7,0.22404371584699453,0.9111111111111111,0.3596491228070176
Confindr,salmonella_enterica,SRR27136088,0.01,170,8,0.22282608695652173,0.9111111111111111,0.3580786026200873
Confindr,salmonella_enterica,SRR27136088,0.01,170,9,0.22162162162162163,0.9111111111111111,0.3565217391304348
Confindr,salmonella_enterica,SRR27755678,0.01,170,10,0.32061068702290074,0.9333333333333333,0.47727272727272724
Confindr,salmonella_enterica,SRR27755678,0.01,170,1,0.20454545454545456,0.4,0.27067669172932335
Confindr,salmonella_enterica,SRR27755678,0.01,170,2,0.32407407407407407,0.7777777777777778,0.45751633986928103
Confindr,salmonella_enterica,SRR27755678,0.01,170,3,0.336283185840708,0.8444444444444444,0.48101265822784817
Confindr,salmonella_enterica,SRR27755678,0.01,170,4,0.3333333333333333,0.8888888888888888,0.48484848484848486
Confindr,salmonella_enterica,SRR27755678,0.01,170,5,0.34710743801652894,0.9333333333333333,0.5060240963855421
Confindr,salmonella_enterica,SRR27755678,0.01,170,6,0.3387096774193548,0.9333333333333333,0.4970414201183432
Confindr,salmonella_enterica,SRR27755678,0.01,170,7,0.3230769230769231,0.9333333333333333,0.48
Confindr,salmonella_enterica,SRR27755678,0.01,170,8,0.3230769230769231,0.9333333333333333,0.48
Confindr,salmonella_enterica,SRR27755678,0.01,170,9,0.32558139534883723,0.9333333333333333,0.4827586206896553
Confindr,salmonella_enterica,SRR28399428,0.01,170,10,0.22282608695652173,0.9111111111111111,0.3580786026200873
Confindr,salmonella_enterica,SRR28399428,0.01,170,1,0.041176470588235294,0.15555555555555556,0.06511627906976744
Confindr,salmonella_enterica,SRR28399428,0.01,170,2,0.13368983957219252,0.5555555555555556,0.21551724137931036
Confindr,salmonella_enterica,SRR28399428,0.01,170,3,0.19072164948453607,0.8222222222222222,0.30962343096234307
Confindr,salmonella_enterica,SRR28399428,0.01,170,4,0.203125,0.8666666666666667,0.32911392405063294
Confindr,salmonella_enterica,SRR28399428,0.01,170,5,0.20707070707070707,0.9111111111111111,0.33744855967078186
Confindr,salmonella_enterica,SRR28399428,0.01,170,6,0.20812182741116753,0.9111111111111111,0.3388429752066116
Confindr,salmonella_enterica,SRR28399428,0.01,170,7,0.21578947368421053,0.9111111111111111,0.348936170212766
Confindr,salmonella_enterica,SRR28399428,0.01,170,8,0.21808510638297873,0.9111111111111111,0.35193133047210307
Confindr,salmonella_enterica,SRR28399428,0.01,170,9,0.2192513368983957,0.9111111111111111,0.353448275862069
Confindr,staph_aureus,ERR8958843,0.01,220,10,0.22641509433962265,0.9,0.36180904522613067
Confindr,staph_aureus,ERR8958843,0.01,220,1,0.052980132450331126,0.2,0.08376963350785341
Confindr,staph_aureus,ERR8958843,0.01,220,2,0.11688311688311688,0.45,0.18556701030927833
Confindr,staph_aureus,ERR8958843,0.01,220,3,0.20481927710843373,0.85,0.33009708737864074
Confindr,staph_aureus,ERR8958843,0.01,220,4,0.21428571428571427,0.9,0.3461538461538461
Confindr,staph_aureus,ERR8958843,0.01,220,5,0.21686746987951808,0.9,0.34951456310679613
Confindr,staph_aureus,ERR8958843,0.01,220,6,0.21686746987951808,0.9,0.34951456310679613
Confindr,staph_aureus,ERR8958843,0.01,220,7,0.22085889570552147,0.9,0.3546798029556651
Confindr,staph_aureus,ERR8958843,0.01,220,8,0.22085889570552147,0.9,0.3546798029556651
Confindr,staph_aureus,ERR8958843,0.01,220,9,0.225,0.9,0.36000000000000004
Confindr,staph_aureus,SRR28370694,0.01,220,10,0.3854166666666667,0.925,0.5441176470588236
Confindr,staph_aureus,SRR28370694,0.01,220,1,0.25,0.45,0.32142857142857145
Confindr,staph_aureus,SRR28370694,0.01,220,2,0.3037974683544304,0.6,0.40336134453781514
Confindr,staph_aureus,SRR28370694,0.01,220,3,0.34782608695652173,0.8,0.48484848484848486
Confindr,staph_aureus,SRR28370694,0.01,220,4,0.3723404255319149,0.875,0.5223880597014925
Confindr,staph_aureus,SRR28370694,0.01,220,5,0.3711340206185567,0.9,0.5255474452554746
Confindr,staph_aureus,SRR28370694,0.01,220,6,0.37894736842105264,0.9,0.5333333333333333
Confindr,staph_aureus,SRR28370694,0.01,220,7,0.38144329896907214,0.925,0.5401459854014599
Confindr,staph_aureus,SRR28370694,0.01,220,8,0.38144329896907214,0.925,0.5401459854014599
Confindr,staph_aureus,SRR28370694,0.01,220,9,0.38144329896907214,0.925,0.5401459854014599
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,10,0.45722713864306785,0.8072916666666666,0.583804143126177
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,1,0.27419354838709675,0.3541666666666667,0.3090909090909091
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,2,0.42718446601941745,0.6875,0.5269461077844311
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,3,0.4539877300613497,0.7708333333333334,0.5714285714285715
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,4,0.4624624624624625,0.8020833333333334,0.5866666666666666
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,5,0.46407185628742514,0.8072916666666666,0.5893536121673003
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,6,0.4626865671641791,0.8072916666666666,0.588235294117647
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,7,0.46407185628742514,0.8072916666666666,0.5893536121673003
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,8,0.46130952380952384,0.8072916666666666,0.587121212121212
Confindr,campylobacter_jejuni,SRR27638397,0.01,220,9,0.45722713864306785,0.8072916666666666,0.583804143126177
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,10,0.34279475982532753,0.8177083333333334,0.4830769230769231
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,1,0.13424657534246576,0.2552083333333333,0.17594254937163376
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,2,0.24822695035460993,0.546875,0.3414634146341463
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,3,0.314410480349345,0.75,0.44307692307692303
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,4,0.3225806451612903,0.78125,0.4566210045662101
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,5,0.33190578158458245,0.8072916666666666,0.4704097116843703
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,6,0.3383947939262473,0.8125,0.4777947932618683
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,7,0.3405639913232104,0.8177083333333334,0.48085758039816234
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,8,0.34130434782608693,0.8177083333333334,0.4815950920245399
Confindr,campylobacter_jejuni,SRR27710526,0.01,220,9,0.34505494505494505,0.8177083333333334,0.4853168469860896
Confindr,ecoli,SRR25689478,0.01,170,10,0.3162393162393162,0.9024390243902439,0.46835443037974683
Confindr,ecoli,SRR25689478,0.01,170,1,0.024390243902439025,0.04878048780487805,0.03252032520325203
Confindr,ecoli,SRR25689478,0.01,170,2,0.13978494623655913,0.3170731707317073,0.19402985074626866
Confindr,ecoli,SRR25689478,0.01,170,3,0.20952380952380953,0.5365853658536586,0.3013698630136986
Confindr,ecoli,SRR25689478,0.01,170,4,0.2743362831858407,0.7560975609756098,0.40259740259740256
Confindr,ecoli,SRR25689478,0.01,170,5,0.2982456140350877,0.8292682926829268,0.43870967741935485
Confindr,ecoli,SRR25689478,0.01,170,6,0.3103448275862069,0.8780487804878049,0.45859872611464964
Confindr,ecoli,SRR25689478,0.01,170,7,0.3217391304347826,0.9024390243902439,0.47435897435897434
Confindr,ecoli,SRR25689478,0.01,170,8,0.32456140350877194,0.9024390243902439,0.4774193548387097
Confindr,ecoli,SRR25689478,0.01,170,9,0.32456140350877194,0.9024390243902439,0.4774193548387097
Confindr,ecoli,SRR26036455,0.01,170,10,0.3486238532110092,0.926829268292683,0.5066666666666667
Confindr,ecoli,SRR26036455,0.01,170,1,0.046153846153846156,0.07317073170731707,0.05660377358490566
Confindr,ecoli,SRR26036455,0.01,170,2,0.17333333333333334,0.3170731707317073,0.22413793103448276
Confindr,ecoli,SRR26036455,0.01,170,3,0.2823529411764706,0.5853658536585366,0.38095238095238093
Confindr,ecoli,SRR26036455,0.01,170,4,0.35106382978723405,0.8048780487804879,0.4888888888888889
Confindr,ecoli,SRR26036455,0.01,170,5,0.3645833333333333,0.8536585365853658,0.510948905109489
Confindr,ecoli,SRR26036455,0.01,170,6,0.3673469387755102,0.8780487804878049,0.5179856115107914
Confindr,ecoli,SRR26036455,0.01,170,7,0.3490566037735849,0.9024390243902439,0.5034013605442177
Confindr,ecoli,SRR26036455,0.01,170,8,0.35185185185185186,0.926829268292683,0.5100671140939598
Confindr,ecoli,SRR26036455,0.01,170,9,0.34234234234234234,0.926829268292683,0.5
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,10,0.15789473684210525,1.0,0.2727272727272727
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,1,0.0375,0.2,0.0631578947368421
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,2,0.14606741573033707,0.8666666666666667,0.25
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,3,0.16666666666666666,1.0,0.2857142857142857
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,4,0.16666666666666666,1.0,0.2857142857142857
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,5,0.1595744680851064,1.0,0.27522935779816515
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,6,0.1595744680851064,1.0,0.27522935779816515
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,7,0.16129032258064516,1.0,0.27777777777777773
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,8,0.15625,1.0,0.2702702702702703
Confindr,klebsiella_pneumoniae,ERR8958737,0.01,220,9,0.15463917525773196,1.0,0.2678571428571429
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,10,0.29411764705882354,1.0,0.45454545454545453
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,1,0.05405405405405406,0.13333333333333333,0.07692307692307693
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,2,0.17073170731707318,0.4666666666666667,0.25
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,3,0.30612244897959184,1.0,0.46874999999999994
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,4,0.3,1.0,0.4615384615384615
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,5,0.3,1.0,0.4615384615384615
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,6,0.30612244897959184,1.0,0.46874999999999994
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,7,0.3,1.0,0.4615384615384615
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,8,0.2830188679245283,1.0,0.4411764705882353
Confindr,klebsiella_pneumoniae,SRR27348733,0.01,220,9,0.3125,1.0,0.47619047619047616
Confindr,salmonella_enterica,SRR27136088,0.01,220,10,0.1782608695652174,0.9111111111111111,0.29818181818181816
Confindr,salmonella_enterica,SRR27136088,0.01,220,1,0.08780487804878048,0.4,0.144
Confindr,salmonella_enterica,SRR27136088,0.01,220,2,0.1583710407239819,0.7777777777777778,0.2631578947368421
Confindr,salmonella_enterica,SRR27136088,0.01,220,3,0.17391304347826086,0.8888888888888888,0.29090909090909095
Confindr,salmonella_enterica,SRR27136088,0.01,220,4,0.1722689075630252,0.9111111111111111,0.28975265017667845
Confindr,salmonella_enterica,SRR27136088,0.01,220,5,0.17154811715481172,0.9111111111111111,0.28873239436619713
Confindr,salmonella_enterica,SRR27136088,0.01,220,6,0.1774891774891775,0.9111111111111111,0.29710144927536236
Confindr,salmonella_enterica,SRR27136088,0.01,220,7,0.18141592920353983,0.9111111111111111,0.30258302583025826
Confindr,salmonella_enterica,SRR27136088,0.01,220,8,0.18061674008810572,0.9111111111111111,0.3014705882352941
Confindr,salmonella_enterica,SRR27136088,0.01,220,9,0.1782608695652174,0.9111111111111111,0.29818181818181816
Confindr,salmonella_enterica,SRR27755678,0.01,220,10,0.2611464968152866,0.9111111111111111,0.4059405940594059
Confindr,salmonella_enterica,SRR27755678,0.01,220,1,0.28431372549019607,0.6444444444444445,0.3945578231292517
Confindr,salmonella_enterica,SRR27755678,0.01,220,2,0.31896551724137934,0.8222222222222222,0.4596273291925467
Confindr,salmonella_enterica,SRR27755678,0.01,220,3,0.31746031746031744,0.8888888888888888,0.4678362573099415
Confindr,salmonella_enterica,SRR27755678,0.01,220,4,0.3157894736842105,0.9333333333333333,0.47191011235955055
Confindr,salmonella_enterica,SRR27755678,0.01,220,5,0.29577464788732394,0.9333333333333333,0.44919786096256686
Confindr,salmonella_enterica,SRR27755678,0.01,220,6,0.2857142857142857,0.9333333333333333,0.43749999999999994
Confindr,salmonella_enterica,SRR27755678,0.01,220,7,0.28,0.9333333333333333,0.4307692307692308
Confindr,salmonella_enterica,SRR27755678,0.01,220,8,0.2727272727272727,0.9333333333333333,0.42211055276381904
Confindr,salmonella_enterica,SRR27755678,0.01,220,9,0.26282051282051283,0.9111111111111111,0.4079601990049751
Confindr,salmonella_enterica,SRR28399428,0.01,220,10,0.1583011583011583,0.9111111111111111,0.26973684210526316
Confindr,salmonella_enterica,SRR28399428,0.01,220,1,0.0779816513761468,0.37777777777777777,0.12927756653992395
Confindr,salmonella_enterica,SRR28399428,0.01,220,2,0.14102564102564102,0.7333333333333333,0.23655913978494622
Confindr,salmonella_enterica,SRR28399428,0.01,220,3,0.16049382716049382,0.8666666666666667,0.2708333333333333
Confindr,salmonella_enterica,SRR28399428,0.01,220,4,0.1659919028340081,0.9111111111111111,0.2808219178082192
Confindr,salmonella_enterica,SRR28399428,0.01,220,5,0.164,0.9111111111111111,0.27796610169491526
Confindr,salmonella_enterica,SRR28399428,0.01,220,6,0.16015625,0.9111111111111111,0.2724252491694352
Confindr,salmonella_enterica,SRR28399428,0.01,220,7,0.1576923076923077,0.9111111111111111,0.26885245901639343
Confindr,salmonella_enterica,SRR28399428,0.01,220,8,0.15648854961832062,0.9111111111111111,0.267100977198697
Confindr,salmonella_enterica,SRR28399428,0.01,220,9,0.15953307392996108,0.9111111111111111,0.271523178807947
Confindr,ecoli,ERR12533301,0.01,220,10,0.18095238095238095,0.926829268292683,0.302788844621514
Confindr,ecoli,ERR12533301,0.01,220,1,0.1050228310502283,0.5609756097560976,0.1769230769230769
Confindr,ecoli,ERR12533301,0.01,220,2,0.15948275862068967,0.9024390243902439,0.2710622710622711
Confindr,ecoli,ERR12533301,0.01,220,3,0.15948275862068967,0.9024390243902439,0.2710622710622711
Confindr,ecoli,ERR12533301,0.01,220,4,0.16521739130434782,0.926829268292683,0.28044280442804426
Confindr,ecoli,ERR12533301,0.01,220,5,0.168141592920354,0.926829268292683,0.28464419475655434
Confindr,ecoli,ERR12533301,0.01,220,6,0.17040358744394618,0.926829268292683,0.28787878787878785
Confindr,ecoli,ERR12533301,0.01,220,7,0.17194570135746606,0.926829268292683,0.2900763358778626
Confindr,ecoli,ERR12533301,0.01,220,8,0.17272727272727273,0.926829268292683,0.29118773946360155
Confindr,ecoli,ERR12533301,0.01,220,9,0.1784037558685446,0.926829268292683,0.2992125984251968
Confindr,ecoli,SRR25689478,0.01,220,10,0.24528301886792453,0.9512195121951219,0.39
Confindr,ecoli,SRR25689478,0.01,220,1,0.044642857142857144,0.12195121951219512,0.06535947712418301
Confindr,ecoli,SRR25689478,0.01,220,2,0.1484375,0.4634146341463415,0.22485207100591717
Confindr,ecoli,SRR25689478,0.01,220,3,0.21379310344827587,0.7560975609756098,0.3333333333333333
Confindr,ecoli,SRR25689478,0.01,220,4,0.2413793103448276,0.8536585365853658,0.37634408602150543
Confindr,ecoli,SRR25689478,0.01,220,5,0.24666666666666667,0.9024390243902439,0.387434554973822
Confindr,ecoli,SRR25689478,0.01,220,6,0.24666666666666667,0.9024390243902439,0.387434554973822
Confindr,ecoli,SRR25689478,0.01,220,7,0.24503311258278146,0.9024390243902439,0.3854166666666667
Confindr,ecoli,SRR25689478,0.01,220,8,0.24025974025974026,0.9024390243902439,0.37948717948717947
Confindr,ecoli,SRR25689478,0.01,220,9,0.2422360248447205,0.9512195121951219,0.3861386138613861
Confindr,ecoli,SRR26036455,0.01,220,10,0.2708333333333333,0.9512195121951219,0.4216216216216216
Confindr,ecoli,SRR26036455,0.01,220,1,0.061224489795918366,0.14634146341463414,0.08633093525179857
Confindr,ecoli,SRR26036455,0.01,220,2,0.17796610169491525,0.5121951219512195,0.2641509433962264
Confindr,ecoli,SRR26036455,0.01,220,3,0.25,0.8048780487804879,0.38150289017341044
Confindr,ecoli,SRR26036455,0.01,220,4,0.2608695652173913,0.8780487804878049,0.4022346368715084
Confindr,ecoli,SRR26036455,0.01,220,5,0.26618705035971224,0.9024390243902439,0.4111111111111111
Confindr,ecoli,SRR26036455,0.01,220,6,0.2550335570469799,0.926829268292683,0.4
Confindr,ecoli,SRR26036455,0.01,220,7,0.25165562913907286,0.926829268292683,0.3958333333333333
Confindr,ecoli,SRR26036455,0.01,220,8,0.25675675675675674,0.926829268292683,0.4021164021164021
Confindr,ecoli,SRR26036455,0.01,220,9,0.26,0.9512195121951219,0.4083769633507853
Confindr,staph_aureus,ERR8958843,0.01,120,10,0.5,0.9,0.6428571428571429
Confindr,staph_aureus,ERR8958843,0.02,120,1,0.06818181818181818,0.075,0.07142857142857141
Confindr,staph_aureus,ERR8958843,0.02,120,2,0.19607843137254902,0.25,0.2197802197802198
Confindr,staph_aureus,ERR8958843,0.02,120,4,0.2982456140350877,0.425,0.35051546391752575
Confindr,staph_aureus,ERR8958843,0.02,120,6,0.4788732394366197,0.85,0.6126126126126126
Confindr,staph_aureus,ERR8958843,0.02,120,8,0.4931506849315068,0.9,0.6371681415929203
Confindr,staph_aureus,SRR28370694,0.02,120,10,0.5901639344262295,0.9,0.7128712871287128
Confindr,staph_aureus,SRR28370694,0.02,120,2,0.4594594594594595,0.425,0.44155844155844154
Confindr,staph_aureus,SRR28370694,0.02,120,5,0.6078431372549019,0.775,0.6813186813186813
Confindr,staph_aureus,SRR28370694,0.02,120,3,0.525,0.525,0.525
Confindr,staph_aureus,SRR28370694,0.02,120,7,0.6296296296296297,0.85,0.723404255319149
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,10,0.6300813008130082,0.8072916666666666,0.7077625570776255
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,1,0.17355371900826447,0.109375,0.134185303514377
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,3,0.5370370370370371,0.6041666666666666,0.5686274509803922
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,5,0.6049382716049383,0.765625,0.6758620689655173
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,7,0.6184738955823293,0.8020833333333334,0.6984126984126985
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,9,0.6352459016393442,0.8072916666666666,0.7110091743119266
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,1,0.10625,0.08854166666666667,0.09659090909090909
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,3,0.4225941422594142,0.5260416666666666,0.4686774941995359
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,4,0.43333333333333335,0.5416666666666666,0.4814814814814815
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,6,0.5238095238095238,0.7447916666666666,0.6150537634408603
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,8,0.5376344086021505,0.78125,0.6369426751592356
Confindr,staph_aureus,ERR8958843,0.02,120,3,0.2982456140350877,0.425,0.35051546391752575
Confindr,staph_aureus,SRR28370694,0.02,120,8,0.6271186440677966,0.925,0.7474747474747475
Confindr,ecoli,ERR12533301,0.02,120,7,0.336283185840708,0.926829268292683,0.4935064935064935
Confindr,staph_aureus,ERR8958843,0.02,120,5,0.4714285714285714,0.825,0.6000000000000001
Confindr,staph_aureus,ERR8958843,0.02,120,7,0.4931506849315068,0.9,0.6371681415929203
Confindr,staph_aureus,ERR8958843,0.02,120,9,0.4931506849315068,0.9,0.6371681415929203
Confindr,staph_aureus,SRR28370694,0.02,120,1,0.391304347826087,0.225,0.2857142857142857
Confindr,staph_aureus,SRR28370694,0.02,120,4,0.6086956521739131,0.7,0.6511627906976744
Confindr,staph_aureus,SRR28370694,0.02,120,6,0.6226415094339622,0.825,0.7096774193548386
Confindr,staph_aureus,SRR28370694,0.02,120,9,0.6,0.9,0.7200000000000001
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,2,0.4176470588235294,0.3697916666666667,0.39226519337016574
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,4,0.5892116182572614,0.7395833333333334,0.6558891454965358
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,6,0.6040816326530613,0.7708333333333334,0.6773455377574371
Confindr,campylobacter_jejuni,SRR27638397,0.02,120,8,0.6390041493775933,0.8020833333333334,0.7113163972286373
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,10,0.5422535211267606,0.8020833333333334,0.6470588235294118
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,2,0.29797979797979796,0.3072916666666667,0.30256410256410254
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,5,0.503731343283582,0.703125,0.5869565217391303
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,7,0.5359712230215827,0.7760416666666666,0.6340425531914893
Confindr,campylobacter_jejuni,SRR27710526,0.02,120,9,0.5444839857651246,0.796875,0.6469344608879491
Confindr,ecoli,ERR12533301,0.02,120,10,0.33043478260869563,0.926829268292683,0.48717948717948717
