batch,mrd,np,average_f1
3,0.03,2.3,0.37740994705387687
3,0.03,2.4,0.37917369717334726
3,0.03,2.5,0.37935154055557263
3,0.03,2.6,0.38132015837621996
3,0.03,2.7,0.3821514554515657
3,0.03,2.8,0.3821514554515657
3,0.03,2.9,0.38233358407990947
3,0.03,3.0,0.38332826393270425
3,0.03,3.1,0.385890200817997
3,0.03,3.2,0.3867703885913887
3,0.03,3.3,0.3867703885913887
3,0.03,3.4,0.3867703885913887
3,0.03,3.5,0.3867703885913887
3,0.03,3.6,0.387381682059825
3,0.03,3.7,0.387381682059825
3,0.03,3.8,0.3875667541454023
3,0.03,3.9,0.38791016073880896
3,0.04,1.0,0.3465771029951267
3,0.04,1.1,0.34871989575625634
3,0.04,1.2,0.3519398352141689
3,0.04,1.3,0.3525946036024647
3,0.04,1.4,0.3534513261404017
3,0.04,1.5,0.35570790362309135
3,0.04,1.6,0.35796959700766934
3,0.04,1.7,0.35978467039408973
3,0.04,1.8,0.360837386458447
3,0.04,1.9,0.3614267288156578
3,0.04,2.0,0.36250124092767677
3,0.04,2.1,0.36317105296895874
3,0.04,2.2,0.36377310151261416
3,0.04,2.3,0.36836706589026663
3,0.04,2.4,0.36836706589026663
3,0.04,2.5,0.36836706589026663
3,0.04,2.6,0.36836706589026663
3,0.04,2.7,0.3691407086807162
3,0.04,2.8,0.36931561794653456
3,0.04,2.9,0.36931561794653456
3,0.04,3.0,0.36953970758238885
3,0.04,3.1,0.3698012671464968
3,0.04,3.2,0.370803773412161
3,0.04,3.3,0.370803773412161
3,0.04,3.4,0.370803773412161
3,0.04,3.5,0.3710670481209516
3,0.04,3.6,0.3710670481209516
3,0.04,3.7,0.3710670481209516
3,0.04,3.8,0.371585397695905
3,0.04,3.9,0.371585397695905
3,0.05,1.0,0.33073794003425616
3,0.05,1.1,0.332429235339007
3,0.05,1.2,0.33372946870153897
3,0.05,1.3,0.3364345606720227
3,0.05,1.4,0.3378820720676772
3,0.05,1.5,0.33901983831749866
3,0.05,1.6,0.3394470384170215
3,0.05,1.7,0.34104165765432853
3,0.05,1.8,0.34519310047174623
3,0.05,1.9,0.34536594637961937
3,0.05,2.0,0.34554496535563084
3,0.05,2.1,0.34554496535563084
3,0.05,2.2,0.3457186456408752
3,0.05,2.3,0.3457186456408752
3,0.05,2.4,0.3459858093367863
3,0.05,2.5,0.3470680604190374
3,0.05,2.6,0.3470680604190374
3,0.05,2.7,0.3470680604190374
3,0.05,2.8,0.3473370052062546
3,0.05,2.9,0.3473370052062546
3,0.05,3.0,0.34787568221551984
3,0.05,3.1,0.3483319547214818
3,0.05,3.2,0.34915516206642827
3,0.05,3.3,0.34933032048175977
3,0.05,3.4,0.3504377401938306
3,0.05,3.5,0.35071586335330973
3,0.05,3.6,0.35071586335330973
3,0.05,3.7,0.35071586335330973
3,0.05,3.8,0.35071586335330973
3,0.05,3.9,0.35071586335330973
4,0.01,1.0,0.3639452992122039
4,0.01,1.1,0.3747289108299231
4,0.01,1.2,0.3839677808578249
4,0.01,1.3,0.38992655196718623
4,0.01,1.4,0.40027480820946576
4,0.01,1.5,0.4026366085962248
4,0.01,1.6,0.40925308682851264
4,0.01,1.7,0.41611750268178566
4,0.01,1.8,0.4207722616401108
4,0.01,1.9,0.42451824729605186
4,0.01,2.0,0.42817292323260137
4,0.01,2.1,0.4338652153282209
4,0.01,2.2,0.4368529748152588
4,0.01,2.3,0.43830479693604196
4,0.01,2.4,0.4426000362164149
4,0.01,2.5,0.44702815990163
4,0.01,2.6,0.4501836038195038
4,0.01,2.7,0.45168304121489594
4,0.01,2.8,0.4540385905765131
4,0.01,2.9,0.4547877367474938
4,0.01,3.0,0.45752873167009456
4,0.01,3.1,0.4596607625898142
4,0.01,3.2,0.4615785095467128
4,0.01,3.3,0.46359622750794977
4,0.01,3.4,0.4648238221286176
4,0.01,3.5,0.4664404017089875
4,0.01,3.6,0.46840812223922074
4,0.01,3.7,0.46898816592728193
4,0.01,3.8,0.4698371654296312
4,0.01,3.9,0.4712582895002771
4,0.02,1.0,0.5046764908541438
4,0.02,1.1,0.5101644242257696
4,0.02,1.2,0.5139408188802663
4,0.02,1.3,0.5195531206810103
4,0.02,1.4,0.5237673163517177
4,0.02,1.5,0.5270737579951408
4,0.02,1.6,0.529695954157463
4,0.02,1.7,0.5329837463196601
4,0.02,1.8,0.5347603125437941
4,0.02,1.9,0.5369092525134919
4,0.02,2.0,0.5351952901883241
4,0.02,2.1,0.5351952901883241
4,0.02,2.2,0.5374333236620588
4,0.02,2.3,0.5360475841810812
4,0.02,2.4,0.53763570475043
4,0.02,2.5,0.5392095982164794
4,0.02,2.6,0.5415689820922744
4,0.02,2.7,0.5420233464800651
4,0.02,2.8,0.5430623075190261
4,0.02,2.9,0.5433538295289378
4,0.02,3.0,0.5433538295289378
4,0.02,3.1,0.5438763045807974
4,0.02,3.2,0.5450816321400456
4,0.02,3.3,0.5458112396112261
4,0.02,3.4,0.5476279662885158
4,0.02,3.5,0.549028073656194
4,0.02,3.6,0.5498050350198901
4,0.02,3.7,0.55004716014883
4,0.02,3.8,0.55004716014883
4,0.02,3.9,0.5514232366918485
4,0.03,1.0,0.5460179640406922
4,0.03,1.1,0.547538884686959
4,0.03,1.2,0.5493134445224361
4,0.03,1.3,0.5518139264966023
4,0.03,1.4,0.5521123732048102
4,0.03,1.5,0.5530909872798493
4,0.03,1.6,0.5547189480277964
4,0.03,1.7,0.5560901891315847
4,0.03,1.8,0.5567079497493453
4,0.03,1.9,0.5598937903723618
4,0.03,2.0,0.5601290163085781
4,0.03,2.1,0.5601290163085781
4,0.03,2.2,0.5609038094059535
4,0.03,2.3,0.5636949118520075
4,0.03,2.4,0.5657791665627288
4,0.03,2.5,0.5673931866125964
4,0.03,2.6,0.5683198275392374
4,0.03,2.7,0.5683198275392374
4,0.03,2.8,0.5688713409317373
4,0.03,2.9,0.5700739321396213
4,0.03,3.0,0.5718483076774694
4,0.03,3.1,0.5718483076774694
4,0.03,3.2,0.5735644486793248
4,0.03,3.3,0.5735644486793248
4,0.03,3.4,0.5735644486793248
4,0.03,3.5,0.5751110188155149
4,0.03,3.6,0.5751110188155149
4,0.03,3.7,0.5751110188155149
4,0.03,3.8,0.5753633778236341
4,0.03,3.9,0.5760340686351701
4,0.04,1.0,0.5114496695179992
4,0.04,1.1,0.5107719900282229
4,0.04,1.2,0.5140950693902085
4,0.04,1.3,0.5151362377688706
4,0.04,1.4,0.5190601305819885
4,0.04,1.5,0.5219153473157356
4,0.04,1.6,0.5236363925496036
4,0.04,1.7,0.5273805663342207
4,0.04,1.8,0.5280981221596902
4,0.04,1.9,0.5283407991906884
4,0.04,2.0,0.5288870507717257
4,0.04,2.1,0.5299137596941967
4,0.04,2.2,0.531914661610711
4,0.04,2.3,0.531914661610711
4,0.04,2.4,0.5348523180137139
4,0.04,2.5,0.5348523180137139
4,0.04,2.6,0.5368859699992756
4,0.04,2.7,0.5368859699992756
4,0.04,2.8,0.537135877260253
4,0.04,2.9,0.537135877260253
4,0.04,3.0,0.537441079258761
4,0.04,3.1,0.537441079258761
4,0.04,3.2,0.5383919972603702
4,0.04,3.3,0.5386989235639544
4,0.04,3.4,0.5386989235639544
4,0.04,3.5,0.5397173111169954
4,0.04,3.6,0.5397173111169954
4,0.04,3.7,0.5397173111169954
4,0.04,3.8,0.5397173111169954
4,0.04,3.9,0.5397173111169954
4,0.05,1.0,0.4886674912956802
4,0.05,1.1,0.49212486644877224
4,0.05,1.2,0.49242780425170996
4,0.05,1.3,0.49676650284191715
4,0.05,1.4,0.497237405984576
4,0.05,1.5,0.49756024698538315
4,0.05,1.6,0.49894494461424255
4,0.05,1.7,0.5011896551093108
4,0.05,1.8,0.504453864018681
4,0.05,1.9,0.5047878374677918
4,0.05,2.0,0.505133529283538
4,0.05,2.1,0.5063121405324068
4,0.05,2.2,0.5063121405324068
4,0.05,2.3,0.5063121405324068
4,0.05,2.4,0.5075888393691378
4,0.05,2.5,0.5075888393691378
4,0.05,2.6,0.5090341684449948
4,0.05,2.7,0.5090341684449948
4,0.05,2.8,0.5090341684449948
4,0.05,2.9,0.5090341684449948
4,0.05,3.0,0.5097039500913471
4,0.05,3.1,0.5105765927217144
4,0.05,3.2,0.5115042365065011
4,0.05,3.3,0.512664566859378
4,0.05,3.4,0.512664566859378
4,0.05,3.5,0.5133008474834188
4,0.05,3.6,0.5133008474834188
4,0.05,3.7,0.5133008474834188
4,0.05,3.8,0.5133008474834188
4,0.05,3.9,0.5133008474834188
5,0.01,1.0,0.3846814544285699
5,0.01,1.1,0.3960842523715698
5,0.01,1.2,0.4077812352110669
5,0.01,1.3,0.4187696276508331
5,0.01,1.4,0.4224588133622542
5,0.01,1.5,0.4291905716426709
5,0.01,1.6,0.4380914075241029
5,0.01,1.7,0.44338870239955447
5,0.01,1.8,0.4447659667642499
5,0.01,1.9,0.4505972911450357
5,0.01,2.0,0.4534276295703221
5,0.01,2.1,0.45718783454884165
5,0.01,2.2,0.46055159048792976
5,0.01,2.3,0.46336452970740805
5,0.01,2.4,0.46645820716265524
5,0.01,2.5,0.4698636559528758
5,0.01,2.6,0.4737669751684438
5,0.01,2.7,0.47743462923648944
5,0.01,2.8,0.4809680724366899
5,0.01,2.9,0.48318045255840925
5,0.01,3.0,0.4855225806591484
5,0.01,3.1,0.4877878676489192
5,0.01,3.2,0.4895784392128498
5,0.01,3.3,0.4889025281014203
5,0.01,3.4,0.4902206405219192
5,0.01,3.5,0.49265507687851784
5,0.01,3.6,0.4938407042009289
5,0.01,3.7,0.49454583829163307
5,0.01,3.8,0.49494561161006256
5,0.01,3.9,0.4978229535159516
5,0.02,1.0,0.5615929518238152
5,0.02,1.1,0.5678946064027038
5,0.02,1.2,0.5737860303691014
5,0.02,1.3,0.5747223412057255
5,0.02,1.4,0.5808814093369252
5,0.02,1.5,0.5876788210559027
5,0.02,1.6,0.5893887175473308
5,0.02,1.7,0.5901229918395721
5,0.02,1.8,0.5937989303662103
5,0.02,1.9,0.594578151145431
5,0.02,2.0,0.594578151145431
5,0.02,2.1,0.5936920397886947
5,0.02,2.2,0.5959395834540367
5,0.02,2.3,0.5959395834540367
5,0.02,2.4,0.5960736900007116
5,0.02,2.5,0.5991430654735154
5,0.02,2.6,0.6007818763460746
5,0.02,2.7,0.6010480633592497
5,0.02,2.8,0.6016073268347152
5,0.02,2.9,0.6031739544646012
5,0.02,3.0,0.6031739544646012
5,0.02,3.1,0.6047459883155903
5,0.02,3.2,0.6063180808858475
5,0.02,3.3,0.607460687290212
5,0.02,3.4,0.6086884637225058
5,0.02,3.5,0.6096306746005136
5,0.02,3.6,0.6096306746005136
5,0.02,3.7,0.6103562254463532
5,0.02,3.8,0.6110310593333964
5,0.02,3.9,0.6128833055848719
5,0.03,1.0,0.6189948947954813
5,0.03,1.1,0.6218334642238073
5,0.03,1.2,0.6266602159213228
5,0.03,1.3,0.6272791224415216
5,0.03,1.4,0.6263236781868978
5,0.03,1.5,0.6277603388194758
5,0.03,1.6,0.630201858209768
5,0.03,1.7,0.6312455342057379
5,0.03,1.8,0.6339513045836059
5,0.03,1.9,0.6366418464332265
5,0.03,2.0,0.6366418464332265
5,0.03,2.1,0.6374092608370046
5,0.03,2.2,0.637715143654284
5,0.03,2.3,0.6442531932381556
5,0.03,2.4,0.6450742113005531
5,0.03,2.5,0.6450742113005531
5,0.03,2.6,0.6468893040878047
5,0.03,2.7,0.6480320976998267
5,0.03,2.8,0.6490932051395891
5,0.03,2.9,0.6493876588102486
5,0.03,3.0,0.6514117280616301
5,0.03,3.1,0.651722491919192
5,0.03,3.2,0.6520188452909524
5,0.03,3.3,0.6520188452909524
5,0.03,3.4,0.6520188452909524
5,0.03,3.5,0.6528070865855228
5,0.03,3.6,0.6528070865855228
5,0.03,3.7,0.654057386451373
5,0.03,3.8,0.654057386451373
5,0.03,3.9,0.6548661015458023
5,0.04,1.0,0.6133413024254049
5,0.04,1.1,0.6146088642830125
5,0.04,1.2,0.6163270090870042
5,0.04,1.3,0.6186872552828692
5,0.04,1.4,0.6224890603643535
5,0.04,1.5,0.6272615416942191
5,0.04,1.6,0.6284649757566807
5,0.04,1.7,0.6305334051157528
5,0.04,1.8,0.6326882420531984
5,0.04,1.9,0.632997000982647
5,0.04,2.0,0.6352116680121236
5,0.04,2.1,0.6361015588521806
5,0.04,2.2,0.6393052067347237
5,0.04,2.3,0.6399178488227316
5,0.04,2.4,0.6399178488227316
5,0.04,2.5,0.6399178488227316
5,0.04,2.6,0.6406385695434523
5,0.04,2.7,0.6427154240706815
5,0.04,2.8,0.6427154240706815
5,0.04,2.9,0.6427154240706815
5,0.04,3.0,0.6440947506264786
5,0.04,3.1,0.6440947506264786
5,0.04,3.2,0.6440947506264786
5,0.04,3.3,0.6454113134699376
5,0.04,3.4,0.6454113134699376
5,0.04,3.5,0.6454113134699376
5,0.04,3.6,0.6454113134699376
5,0.04,3.7,0.646172348477548
5,0.04,3.8,0.646172348477548
5,0.04,3.9,0.6474511208560646
5,0.05,1.0,0.6063151415733555
5,0.05,1.1,0.6084933567744594
5,0.05,1.2,0.6100772095985453
5,0.05,1.3,0.6131813368444196
5,0.05,1.4,0.6149382169533292
5,0.05,1.5,0.615228754156618
5,0.05,1.6,0.6187070771540567
5,0.05,1.7,0.619623471296763
5,0.05,1.8,0.6228275817952763
5,0.05,1.9,0.6235801216171754
5,0.05,2.0,0.6243554656761015
5,0.05,2.1,0.6257210115413901
5,0.05,2.2,0.6257210115413901
5,0.05,2.3,0.6271372873415197
5,0.05,2.4,0.6282493669303509
5,0.05,2.5,0.6285701779405848
