batch,mrd,cor,average_f1
4,0.05,0.41,0.353922077506089
4,0.05,0.44,0.37347826989007205
4,0.05,0.47,0.3844367677340572
4,0.05,0.5,0.38845453094952465
4,0.05,0.53,0.40364935312840206
4,0.05,0.56,0.41496907080813733
4,0.05,0.59,0.42695559141361616
4,0.05,0.62,0.4359373605065705
4,0.05,0.65,0.44320387947507583
4,0.05,0.68,0.47296330130867625
4,0.05,0.71,0.49656653092485664
4,0.05,0.74,0.5090341684449948
4,0.05,0.77,0.5092888131210475
4,0.05,0.8,0.5287705307355614
4,0.05,0.83,0.5385046465078555
4,0.05,0.86,0.5522270665369637
4,0.05,0.89,0.5580911475988451
4,0.05,0.92,0.5593772492904157
4,0.05,0.95,0.5633129982977177
4,0.05,0.98,0.5652832649723148
4,0.05,1.01,0.5748694286908566
4,0.05,1.04,0.5819663577256379
4,0.05,1.07,0.5852262482851847
5,0.01,0.2,0.49886066361409964
5,0.01,0.23,0.49612432684685237
5,0.01,0.26,0.4953606769560389
5,0.01,0.29,0.4929543701794021
5,0.01,0.32,0.49153061429310924
5,0.01,0.35,0.49105087509717393
5,0.01,0.38,0.4889025281014203
5,0.01,0.41,0.4904187711601165
5,0.01,0.44,0.4887017928666075
5,0.01,0.47,0.4869308713244385
5,0.01,0.5,0.4866763986224617
5,0.01,0.53,0.48581921433571573
5,0.01,0.56,0.48236862597852453
5,0.01,0.59,0.4812407882142273
5,0.01,0.62,0.4785780475765053
5,0.01,0.65,0.47676383649712595
5,0.01,0.68,0.47454180516359984
5,0.01,0.71,0.47184863811618355
5,0.01,0.74,0.4720886728877333
5,0.01,0.77,0.47001782997135866
5,0.01,0.8,0.46747866720599357
5,0.01,0.83,0.46511681450104225
5,0.01,0.86,0.46229950552252547
5,0.01,0.89,0.4595984770790767
5,0.01,0.92,0.45783030129175917
5,0.02,0.2,0.6075090521555007
5,0.02,0.23,0.6060262198638883
5,0.02,0.26,0.6171836126981665
5,0.02,0.29,0.6178875724490538
5,0.02,0.32,0.6178261230636988
5,0.02,0.35,0.6189877205808684
5,0.02,0.38,0.6162758577524831
5,0.02,0.41,0.6117630826975288
5,0.02,0.44,0.609196518076702
5,0.02,0.47,0.6059798883272284
5,0.02,0.5,0.604942036569762
5,0.02,0.53,0.603181774211037
5,0.02,0.56,0.6005770838571315
5,0.02,0.59,0.5955523481998597
5,0.02,0.62,0.5920332586371863
5,0.02,0.65,0.58695917298565
5,0.02,0.68,0.5865902984794642
5,0.02,0.71,0.5864911882269029
5,0.02,0.74,0.5910538599118135
5,0.02,0.77,0.588129338196329
5,0.02,0.8,0.5819264393335422
5,0.02,0.83,0.5795083110744157
5,0.02,0.86,0.5782958025746936
5,0.02,0.89,0.5770324039585809
5,0.02,0.92,0.5761300369777712
5,0.03,0.2,0.6047706542337464
5,0.03,0.23,0.6044261350303151
5,0.03,0.26,0.6179269238020071
5,0.03,0.29,0.6253934625613086
5,0.03,0.32,0.6366048822164093
5,0.03,0.35,0.6388650411382567
5,0.03,0.38,0.639911120676491
5,0.03,0.41,0.6403234209162098
5,0.03,0.44,0.6374807680167266
5,0.03,0.47,0.6518862566503065
5,0.03,0.5,0.6536512258520152
5,0.03,0.53,0.6499634877820617
5,0.03,0.56,0.6461466848076517
5,0.03,0.59,0.6415208579934415
5,0.03,0.62,0.6431664925316986
5,0.03,0.65,0.645732801429662
5,0.03,0.68,0.6433934311447115
5,0.03,0.71,0.6428618079452647
5,0.03,0.74,0.6414905758235901
5,0.03,0.77,0.6445364172755834
5,0.03,0.8,0.6470765106388502
5,0.03,0.83,0.6505312401696342
5,0.03,0.86,0.6468077397009248
5,0.03,0.89,0.6456566022646529
5,0.03,0.92,0.6439054373289597
5,0.04,0.35,0.5500861065383184
5,0.04,0.38,0.5618047447156593
5,0.04,0.41,0.5714009486628601
5,0.04,0.44,0.5795277641040767
5,0.04,0.47,0.5947002141265421
5,0.04,0.5,0.6008224029415523
5,0.04,0.53,0.611007675339802
5,0.04,0.56,0.6108435027715711
5,0.04,0.59,0.6279852684065509
5,0.04,0.62,0.6370295561966064
5,0.04,0.65,0.6427154240706815
5,0.04,0.68,0.6368437303425395
5,0.04,0.71,0.6409387517508056
5,0.04,0.74,0.6444621432389336
5,0.04,0.77,0.6445660951756188
5,0.04,0.8,0.6447431341472064
5,0.04,0.83,0.642236834083013
5,0.04,0.86,0.6524814149467744
5,0.04,0.89,0.6591717710178784
5,0.04,0.92,0.6587451366820876
5,0.04,0.95,0.659703994260216
5,0.04,0.98,0.6595736307530566
5,0.04,1.01,0.6618718942184815
5,0.04,1.04,0.6550168830487172
5,0.04,1.07,0.651959802716922
5,0.05,0.35,0.449525042705396
5,0.05,0.38,0.45889222831321697
5,0.05,0.41,0.4804185014386304
5,0.05,0.44,0.49874089426157
5,0.05,0.47,0.5044624923845145
5,0.05,0.5,0.5201273355317734
5,0.05,0.53,0.5310351494721403
5,0.05,0.56,0.5523330850767062
5,0.05,0.59,0.5630191556169581
5,0.05,0.62,0.5749247051594827
5,0.05,0.65,0.5864418204958997
5,0.05,0.68,0.5914672706340173
5,0.05,0.71,0.6076162444228828
5,0.05,0.74,0.6285701779405848
5,0.05,0.77,0.6250822325171884
5,0.05,0.8,0.6223764353458183
5,0.05,0.83,0.6267998929534228
5,0.05,0.86,0.6248448200239295
5,0.05,0.89,0.6184051705113057
5,0.05,0.92,0.6361328768295927
5,0.05,0.95,0.6351623905731903
5,0.05,0.98,0.6337969789439075
5,0.05,1.01,0.6431190639693003
5,0.05,1.04,0.6444378946749131
5,0.05,1.07,0.6510196688904736
6,0.01,0.2,0.5307909834375639
6,0.01,0.23,0.5272815459619735
6,0.01,0.26,0.5249400292498136
6,0.01,0.29,0.5252944891804838
6,0.01,0.32,0.5240897657901095
6,0.01,0.35,0.5220466765126152
6,0.01,0.38,0.5202642833690416
6,0.01,0.41,0.5189897844122199
6,0.01,0.44,0.5168969724883218
6,0.01,0.47,0.5139463295363006
6,0.01,0.5,0.5123308833409282
6,0.01,0.53,0.510951896989721
6,0.01,0.56,0.507473796288285
6,0.01,0.59,0.5072577287603448
6,0.01,0.62,0.5031530894066584
6,0.01,0.65,0.5015293091577478
6,0.01,0.68,0.49909829839733283
6,0.01,0.71,0.4972959052911476
6,0.01,0.74,0.49426659519971733
6,0.01,0.77,0.4941434771425696
6,0.01,0.8,0.49092275703796207
6,0.01,0.83,0.4891321516101764
6,0.01,0.86,0.4887354315261233
6,0.01,0.89,0.48659015692700613
6,0.01,0.92,0.4857162635936637
6,0.02,0.2,0.649579421910958
6,0.02,0.23,0.6518165983717094
6,0.02,0.26,0.6618984259567872
6,0.02,0.29,0.6606552098654056
6,0.02,0.32,0.6596546575658897
6,0.02,0.35,0.6574980656539833
6,0.02,0.38,0.6597803142511084
6,0.02,0.41,0.660232349265219
6,0.02,0.44,0.6594118895098088
6,0.02,0.47,0.6576380715181462
6,0.02,0.5,0.6581227310975964
6,0.02,0.53,0.6564273625855738
6,0.02,0.56,0.6539010414962425
6,0.02,0.59,0.646677291988755
6,0.02,0.62,0.6405891838936222
6,0.02,0.65,0.6369566010435062
6,0.02,0.68,0.6341553557994761
6,0.02,0.71,0.6352454469763107
6,0.02,0.74,0.6353396377170426
6,0.02,0.77,0.6293032742418726
6,0.02,0.8,0.6243711870827006
6,0.02,0.83,0.6176393663131267
6,0.02,0.86,0.6157570309438175
6,0.02,0.89,0.6147571160502194
6,0.02,0.92,0.6126134167025785
6,0.03,0.2,0.6823532661112841
6,0.03,0.23,0.6875547095843538
6,0.03,0.26,0.6916501051350343
6,0.03,0.29,0.6899887731861741
6,0.03,0.32,0.7022927560081215
6,0.03,0.35,0.7057814908788597
6,0.03,0.38,0.7008971805730433
6,0.03,0.41,0.7024010455951848
6,0.03,0.44,0.7057748641453999
6,0.03,0.47,0.7068093150282984
6,0.03,0.5,0.7118203116081628
6,0.03,0.53,0.7075172743199385
6,0.03,0.56,0.702664980863184
6,0.03,0.59,0.6938115624100668
6,0.03,0.62,0.6888400705742469
6,0.03,0.65,0.6938522145374441
6,0.03,0.68,0.6926178340492467
6,0.03,0.71,0.6925377083045329
6,0.03,0.74,0.6869741146669047
6,0.03,0.77,0.6831659026683964
6,0.03,0.8,0.6842810723722234
6,0.03,0.83,0.6824690682656874
6,0.03,0.86,0.6790867855557735
6,0.03,0.89,0.6808336020411646
6,0.03,0.92,0.6782454521096998
6,0.04,0.35,0.6449448472675804
6,0.04,0.38,0.6626984383104377
6,0.04,0.41,0.6667416642890777
6,0.04,0.44,0.6788116345318359
6,0.04,0.47,0.6739124725978609
6,0.04,0.5,0.6892411769300625
6,0.04,0.53,0.6918425678560743
6,0.04,0.56,0.6951790351928782
6,0.04,0.59,0.7037361088633677
6,0.04,0.62,0.7097399908889057
6,0.04,0.65,0.7096190707262516
6,0.04,0.68,0.7034427368562846
6,0.04,0.71,0.6948047011481994
6,0.04,0.74,0.7013410220417838
6,0.04,0.77,0.7052912783220014
6,0.04,0.8,0.7039186482561475
6,0.04,0.83,0.6991995150955053
6,0.04,0.86,0.6941685141336036
6,0.04,0.89,0.6929439997333589
6,0.04,0.92,0.6958854232476014
6,0.04,0.95,0.6942624856850947
6,0.04,0.98,0.689674937166628
6,0.04,1.01,0.6866315994353779
6,0.04,1.04,0.6821890753553578
6,0.04,1.07,0.6792023263876172
6,0.05,0.35,0.5559330312979069
6,0.05,0.38,0.5669537269947176
6,0.05,0.41,0.5774716484797578
6,0.05,0.44,0.5921735983753555
6,0.05,0.47,0.5985159037412914
6,0.05,0.5,0.6063967495492691
6,0.05,0.53,0.6231359000064424
6,0.05,0.56,0.6394352883144251
6,0.05,0.59,0.6515929465951968
6,0.05,0.62,0.6578193282095997
6,0.05,0.65,0.6722628846920796
