tool,specie,maf,batch,precision,recall,f1score
NanoMGT,ecoli,0.03,5,0.47517217840505505,0.6747967479674797,0.5354311472003016
NanoMGT,ecoli,0.03,6,0.5157066575177521,0.7669376693766939,0.6004656433144714
NanoMGT,ecoli,0.03,7,0.5414198450878064,0.8184281842818427,0.6370991231830604
NanoMGT,ecoli,0.03,8,0.562686430195014,0.8699186991869917,0.6722227079991142
NanoMGT,ecoli,0.03,9,0.5693754043256893,0.9078590785907857,0.690652048176065
NanoMGT,ecoli,0.03,10,0.5763433360877058,0.9349593495934959,0.7054767465581028
NanoMGT,ecoli,0.04,1,0.035105465225446164,0.046070460704607,0.03895690170952127
NanoMGT,ecoli,0.04,2,0.12337654916166503,0.20596205962059622,0.14883774175435702
NanoMGT,ecoli,0.04,3,0.2689371842615944,0.36314363143631434,0.28441005124061314
NanoMGT,ecoli,0.04,4,0.424002378560113,0.5934959349593496,0.4728469643402324
NanoMGT,ecoli,0.04,5,0.48197049251878754,0.6964769647696478,0.5537828207502129
NanoMGT,ecoli,0.04,6,0.515166584375606,0.7804878048780489,0.609405935064006
NanoMGT,ecoli,0.04,7,0.5225416115393975,0.8428184281842818,0.6357249504729029
NanoMGT,ecoli,0.04,8,0.5300573915854511,0.8861788617886178,0.6556627244707763
NanoMGT,ecoli,0.04,9,0.5454005738017654,0.9051490514905148,0.6731315157218055
NanoMGT,ecoli,0.04,10,0.5573574927653099,0.9322493224932248,0.6908490645933729
NanoMGT,ecoli,0.05,1,0.03863289153144223,0.032520325203252,0.0339600140010012
NanoMGT,ecoli,0.05,2,0.12303848414959519,0.16531165311653115,0.13833310156626696
NanoMGT,ecoli,0.05,3,0.29442893116159535,0.3170731707317073,0.277177048901754
NanoMGT,ecoli,0.05,4,0.4784220257333806,0.5257452574525746,0.4705627595213409
NanoMGT,ecoli,0.05,5,0.5481729420150762,0.6395663956639567,0.5691249774009307
NanoMGT,ecoli,0.05,6,0.5861116556616439,0.7317073170731708,0.6350860953598573
NanoMGT,ecoli,0.05,7,0.6040057934173976,0.8211382113821138,0.684880815971889
NanoMGT,ecoli,0.05,8,0.6080327189160891,0.8726287262872628,0.7078986629306337
NanoMGT,ecoli,0.05,9,0.6166434009946146,0.8943089430894308,0.7229094101232819
NanoMGT,ecoli,0.05,10,0.6355494243221508,0.9051490514905148,0.7400019275138753
NanoMGT,klebsiella,0.01,1,0.06160714285714283,0.12222222222222219,0.07850901199358547
NanoMGT,klebsiella,0.01,2,0.15699494949494947,0.2888888888888888,0.19539446439391764
NanoMGT,klebsiella,0.01,3,0.2165103602875803,0.41111111111111115,0.27822734243826125
NanoMGT,klebsiella,0.01,4,0.28813235878453264,0.5777777777777778,0.3813606824478737
NanoMGT,klebsiella,0.01,5,0.3408250467129696,0.7333333333333334,0.45688426648614006
NanoMGT,klebsiella,0.01,6,0.3584876463357842,0.7777777777777777,0.48003911512995306
NanoMGT,klebsiella,0.01,7,0.3683985121485121,0.7999999999999999,0.49868542365413454
NanoMGT,klebsiella,0.01,8,0.37084919240716346,0.8333333333333334,0.5055681753784683
NanoMGT,klebsiella,0.01,9,0.3934496625800575,0.8888888888888888,0.535913588757822
NanoMGT,klebsiella,0.01,10,0.39322481696623574,0.9111111111111111,0.5404476019988329
NanoMGT,klebsiella,0.02,1,0.18074980574980573,0.09999999999999998,0.10797705610880083
NanoMGT,klebsiella,0.02,2,0.33695286195286195,0.24444444444444444,0.2554741554741555
NanoMGT,klebsiella,0.02,3,0.4249755620723363,0.39999999999999997,0.37502787068004456
NanoMGT,klebsiella,0.02,4,0.48019002434763297,0.5111111111111111,0.46171187072642833
NanoMGT,klebsiella,0.02,5,0.5606938954765042,0.6555555555555556,0.5827331278647069
NanoMGT,klebsiella,0.02,6,0.5969121034910508,0.7999999999999999,0.6666254043705023
NanoMGT,klebsiella,0.02,7,0.6294926040591675,0.8222222222222223,0.6959017866405821
NanoMGT,klebsiella,0.02,8,0.634847249936764,0.8666666666666667,0.7163552173115716
NanoMGT,klebsiella,0.02,9,0.6419033517297079,0.8777777777777778,0.7268449304382015
NanoMGT,klebsiella,0.02,10,0.651984126984127,0.9,0.7408350699856167
NanoMGT,klebsiella,0.03,1,0.050767263427109965,0.0555555555555555,0.051710526315789464
NanoMGT,klebsiella,0.03,2,0.31536935286935286,0.18888888888888888,0.20640100640100634
NanoMGT,klebsiella,0.03,3,0.49416998231653403,0.39999999999999997,0.3959163176333029
NanoMGT,klebsiella,0.03,4,0.5455627050908357,0.5444444444444444,0.5169742911942401
NanoMGT,klebsiella,0.03,5,0.6121128161409491,0.7444444444444445,0.6559187766424608
NanoMGT,klebsiella,0.03,6,0.6157815403195838,0.7999999999999999,0.679688138786683
NanoMGT,klebsiella,0.03,7,0.6421020723104056,0.8555555555555556,0.719768603512953
NanoMGT,klebsiella,0.03,8,0.6630728672855158,0.8666666666666667,0.7348879534165306
NanoMGT,klebsiella,0.03,9,0.674103805745172,0.9222222222222222,0.7652092878091796
NanoMGT,klebsiella,0.03,10,0.6889492753623189,0.9444444444444443,0.7839881858518097
NanoMGT,klebsiella,0.04,1,0.07606682769726243,0.07777777777777774,0.0744608556965536
NanoMGT,klebsiella,0.04,2,0.35209447415329764,0.18888888888888888,0.1993945105837689
NanoMGT,klebsiella,0.04,3,0.4933862433862433,0.39999999999999997,0.3846041872357661
NanoMGT,klebsiella,0.04,4,0.6053656788305911,0.6777777777777777,0.6193020104784811
NanoMGT,klebsiella,0.04,5,0.6258588298443372,0.7777777777777777,0.6813904419167577
NanoMGT,klebsiella,0.04,6,0.6505120650953984,0.8555555555555555,0.7221793369013686
NanoMGT,klebsiella,0.04,7,0.6861555386927144,0.9444444444444443,0.7772894730451728
NanoMGT,klebsiella,0.04,8,0.6918099171121751,0.9888888888888889,0.8014939188010993
NanoMGT,klebsiella,0.04,9,0.6895095403752899,0.9888888888888889,0.8010620530690087
NanoMGT,klebsiella,0.04,10,0.6961805555555557,0.9888888888888889,0.803789702199145
NanoMGT,klebsiella,0.05,1,0.06666666666666667,0.0444444444444444,0.05333333333333334
NanoMGT,klebsiella,0.05,2,0.14743589743589738,0.1333333333333333,0.1392095558762225
NanoMGT,klebsiella,0.05,3,0.516955266955267,0.3444444444444444,0.376140333641846
NanoMGT,klebsiella,0.05,4,0.7026083937848644,0.6666666666666666,0.6732764149430817
NanoMGT,klebsiella,0.05,5,0.7483465608465609,0.7111111111111111,0.7185973565840085
NanoMGT,klebsiella,0.05,6,0.7619632861118929,0.8111111111111112,0.7798319925982198
NanoMGT,klebsiella,0.05,7,0.7866246813615234,0.8999999999999999,0.8293837477902187
NanoMGT,klebsiella,0.05,8,0.7774872544609387,0.9333333333333332,0.8412022581855793
NanoMGT,klebsiella,0.05,9,0.7970882066276803,1.0,0.8797777175386283
NanoMGT,klebsiella,0.05,10,0.7807191590086328,1.0,0.8704331194843529
NanoMGT,salmonella,0.01,1,0.10486807744018771,0.24197530864197528,0.14576339883925463
NanoMGT,salmonella,0.01,2,0.2066118531084122,0.5012345679012346,0.290982968889741
NanoMGT,salmonella,0.01,3,0.2506859969306165,0.6765432098765433,0.36282967526308524
NanoMGT,salmonella,0.01,4,0.28126612639357734,0.7086419753086419,0.40070919264116606
NanoMGT,salmonella,0.01,5,0.290540921435852,0.7975308641975308,0.4235052416198715
NanoMGT,salmonella,0.01,6,0.3030295689795233,0.837037037037037,0.44208316932899355
NanoMGT,salmonella,0.01,7,0.3012986127098846,0.8765432098765431,0.44648856046246227
NanoMGT,salmonella,0.01,8,0.31484684332547724,0.8765432098765432,0.4617341446605707
NanoMGT,salmonella,0.01,9,0.3036895780308598,0.8962962962962964,0.451931531352129
NanoMGT,salmonella,0.01,10,0.30271332747379737,0.9086419753086421,0.4527014502492277
NanoMGT,salmonella,0.02,1,0.11519612048263228,0.18765432098765425,0.1416478394112744
NanoMGT,salmonella,0.02,2,0.23358798444862192,0.454320987654321,0.3062891680520578
NanoMGT,salmonella,0.02,3,0.31147330478104956,0.6493827160493827,0.41766138749817144
NanoMGT,salmonella,0.02,4,0.3436044132144484,0.7358024691358024,0.4646806925530345
NanoMGT,salmonella,0.02,5,0.37020314344624694,0.8172839506172839,0.5059772937719395
NanoMGT,salmonella,0.02,6,0.38547010400458676,0.891358024691358,0.5336570740291154
NanoMGT,salmonella,0.02,7,0.39879706025552264,0.9111111111111111,0.550766361466541
NanoMGT,salmonella,0.02,8,0.3982623133101895,0.9407407407407408,0.554894035672537
NanoMGT,salmonella,0.02,9,0.4042876348728066,0.9580246913580247,0.5638551429703667
NanoMGT,salmonella,0.02,10,0.40354127043939325,0.9777777777777779,0.5661623654320315
NanoMGT,salmonella,0.03,1,0.1369794011081252,0.1530864197530864,0.143551731070348
NanoMGT,salmonella,0.03,2,0.26707792546776393,0.419753086419753,0.3237543639293822
NanoMGT,salmonella,0.03,3,0.3515026794648288,0.6246913580246914,0.4463577210249749
NanoMGT,salmonella,0.03,4,0.38787310383643625,0.7358024691358024,0.5035115248156937
NanoMGT,salmonella,0.03,5,0.4145551292474503,0.8271604938271605,0.5469661470304183
NanoMGT,salmonella,0.03,6,0.43076288553751096,0.8888888888888888,0.5755745453074558
NanoMGT,salmonella,0.03,7,0.44076602580637686,0.9333333333333335,0.5944317315027295
NanoMGT,salmonella,0.03,8,0.4404569962378449,0.9506172839506174,0.5978609087760111
NanoMGT,salmonella,0.03,9,0.447092769739017,0.9703703703703704,0.6080999341202146
NanoMGT,salmonella,0.03,10,0.449640787667218,0.9925925925925926,0.614830182274198
NanoMGT,salmonella,0.04,1,0.14533995122678764,0.12839506172839502,0.1328083626181432
NanoMGT,salmonella,0.04,2,0.29587073947538706,0.43209876543209874,0.3463640066445622
NanoMGT,salmonella,0.04,3,0.3813887277904653,0.6518518518518518,0.4748304620243595
NanoMGT,salmonella,0.04,4,0.4129598556133402,0.7753086419753087,0.5321270940995457
NanoMGT,salmonella,0.04,5,0.4358371835922265,0.8691358024691359,0.5723380224243968
NanoMGT,salmonella,0.04,6,0.44800420506456984,0.9358024691358025,0.5985784642796631
NanoMGT,salmonella,0.04,7,0.4500571810426346,0.9604938271604938,0.6065539294818565
NanoMGT,salmonella,0.04,8,0.4438537088069358,0.9851851851851853,0.6063478084537729
NanoMGT,salmonella,0.04,9,0.4473557225136604,0.9925925925925926,0.6125045722068477
NanoMGT,salmonella,0.04,10,0.438631074323735,0.9950617283950617,0.6050280265377102
NanoMGT,salmonella,0.05,1,0.13838590685852878,0.09876543209876536,0.11229335038858844
NanoMGT,salmonella,0.05,2,0.3023134184676907,0.3753086419753086,0.33068586937742156
NanoMGT,salmonella,0.05,3,0.39150950020338565,0.562962962962963,0.4575719034686479
NanoMGT,salmonella,0.05,4,0.4549912357105072,0.7185185185185184,0.5512188517033234
NanoMGT,salmonella,0.05,5,0.48477532224826686,0.8222222222222221,0.6028398587838844
NanoMGT,salmonella,0.05,6,0.4965557047124493,0.8888888888888888,0.6308038855842066
NanoMGT,salmonella,0.05,7,0.49763811271318703,0.9358024691358026,0.6437000567856314
NanoMGT,salmonella,0.05,8,0.5076245077702969,0.9777777777777779,0.6630212684348261
NanoMGT,salmonella,0.05,9,0.5046829080617986,0.985185185185185,0.6630369696067397
NanoMGT,salmonella,0.05,10,0.5056652302182821,0.9950617283950617,0.6670436481101599
NanoMGT,staph,0.01,1,0.15136844538277497,0.2874999999999999,0.19722505301549034
NanoMGT,staph,0.01,2,0.2081180052386219,0.4166666666666667,0.2760620198880236
NanoMGT,staph,0.01,3,0.2431316820837193,0.5541666666666667,0.33672087252472843
NanoMGT,staph,0.01,4,0.293841549774211,0.6708333333333334,0.40632599102726513
NanoMGT,staph,0.01,5,0.33151728327814717,0.7833333333333333,0.46270573688819616
NanoMGT,staph,0.01,6,0.34021869707353575,0.8166666666666668,0.47773802852669184
NanoMGT,staph,0.01,7,0.34314099176570184,0.8541666666666666,0.4879235124958681
NanoMGT,staph,0.01,8,0.35437200842587907,0.8833333333333333,0.5037373316627362
NanoMGT,staph,0.01,9,0.352176514746587,0.9208333333333334,0.507259430456347
NanoMGT,staph,0.01,10,0.35198613390323136,0.9416666666666668,0.509425746404751
NanoMGT,staph,0.02,1,0.21385779816311,0.24166666666666667,0.22308634500426958
NanoMGT,staph,0.02,2,0.26926468523450564,0.3541666666666667,0.3000025989001572
NanoMGT,staph,0.02,3,0.35214360008370416,0.49583333333333335,0.4040562427201096
NanoMGT,staph,0.02,4,0.3987171973699337,0.6,0.4712917881230867
NanoMGT,staph,0.02,5,0.44984315243442524,0.7375000000000002,0.5491090965224027
NanoMGT,staph,0.02,6,0.45997639796659406,0.7875000000000001,0.5713895750550283
NanoMGT,staph,0.02,7,0.47424628858784973,0.8416666666666668,0.5981206933699509
NanoMGT,staph,0.02,8,0.4879226580761668,0.8833333333333333,0.6197190650895158
NanoMGT,staph,0.02,9,0.48784650651739253,0.8875000000000001,0.6189260811642049
NanoMGT,staph,0.02,10,0.49130036579906894,0.9125000000000001,0.6303021833159748
NanoMGT,staph,0.03,1,0.272805606358238,0.19583333333333333,0.22382478632478628
NanoMGT,staph,0.03,2,0.34747287081171135,0.3,0.3136528620767121
NanoMGT,staph,0.03,3,0.42917553711980255,0.425,0.42146253120984567
NanoMGT,staph,0.03,4,0.4900628292777683,0.5416666666666666,0.510017668951566
NanoMGT,staph,0.03,5,0.5597828794638114,0.7333333333333334,0.6267694627385891
NanoMGT,staph,0.03,6,0.5612436720926535,0.7791666666666667,0.6480384931220906
NanoMGT,staph,0.03,7,0.5895817421349336,0.8416666666666668,0.687102297447125
NanoMGT,staph,0.03,8,0.600461647125342,0.8833333333333333,0.7058892710019992
NanoMGT,staph,0.03,9,0.6088453747117561,0.8958333333333334,0.7148371797287226
NanoMGT,staph,0.03,10,0.6073314047039352,0.9041666666666667,0.7171467828037638
NanoMGT,staph,0.04,1,0.29392135642135636,0.1625,0.2073637713216885
NanoMGT,staph,0.04,2,0.3700175292496864,0.25833333333333336,0.30210711353144354
NanoMGT,staph,0.04,3,0.4462730432674862,0.37916666666666665,0.40848813097919806
NanoMGT,staph,0.04,4,0.524028389492842,0.5416666666666666,0.5309112699822741
NanoMGT,staph,0.04,5,0.5894780554254502,0.7125,0.6408762481063977
NanoMGT,staph,0.04,6,0.6199717694183912,0.7958333333333334,0.6919982702621118
NanoMGT,staph,0.04,7,0.6306159420289855,0.8291666666666667,0.7112404729333593
NanoMGT,staph,0.04,8,0.6419706271571063,0.8958333333333334,0.742200951503277
NanoMGT,staph,0.04,9,0.639085135782349,0.9166666666666666,0.7467047622945122
NanoMGT,staph,0.04,10,0.6405544054878476,0.9208333333333334,0.7497405158868687
NanoMGT,staph,0.05,1,0.32264194139194136,0.14166666666666664,0.1954719587233248
NanoMGT,staph,0.05,2,0.3700047035305876,0.19583333333333328,0.2546063225697093
NanoMGT,staph,0.05,3,0.5031067697734365,0.33749999999999997,0.4033446214306618
NanoMGT,staph,0.05,4,0.5805752276340511,0.4875,0.5294014883055979
NanoMGT,staph,0.05,5,0.6648309023309024,0.6708333333333334,0.666177955667686
NanoMGT,staph,0.05,6,0.6886101728947501,0.75,0.7171425611561455
NanoMGT,staph,0.05,7,0.6952502509567727,0.7958333333333334,0.7405076921880666
NanoMGT,staph,0.05,8,0.7082293024398192,0.8458333333333333,0.7682568745234648
NanoMGT,staph,0.05,9,0.733983107815075,0.9041666666666667,0.8073133660069711
NanoMGT,staph,0.05,10,0.7403986554784162,0.9083333333333333,0.8134329094015699
